InChIKey,SMILES,Corrosion_Eye_target
MGTZCLMLSSAXLD-UHFFFAOYSA-N,CC(=O)CCCC(=O)O,1
JEWCZPTVOYXPGG-UHFFFAOYSA-N,C=C[Si](C)(C)OCC,1
ZCJAYDKWZAWMPR-UHFFFAOYSA-N,Fc1ccccc1Cl,1
ONYNOPPOVKYGRS-UHFFFAOYSA-N,Cc1ccc2cc[nH]c2c1,1
WOJADIOTNFDWNQ-UHFFFAOYSA-N,Cc1cccc(CC#N)c1,1
YPKBCLZFIYBSHK-UHFFFAOYSA-N,Cc1ccc2[nH]ccc2c1,1
KGWPHCDTOLQQEP-UHFFFAOYSA-N,Cc1cccc2cc[nH]c12,1
NVAOLENBKNECGF-UHFFFAOYSA-N,CC(C#N)c1ccccc1,1
PZOUSPYUWWUPPK-UHFFFAOYSA-N,Cc1cccc2[nH]ccc12,1
NBUKAOOFKZFCGD-UHFFFAOYSA-N,OCC(F)(F)C(F)F,1
YQQHEHMVPLLOKE-UHFFFAOYSA-N,COC(F)(F)C(F)F,1
PEBWOGPSYUIOBP-UHFFFAOYSA-N,Fc1ccc(F)c(F)c1,1
JXUKFFRPLNTYIV-UHFFFAOYSA-N,Fc1cc(F)cc(F)c1,1
OREAFAJWWJHCOT-UHFFFAOYSA-N,CC(C)(C(=O)O)C(=O)O,1
BNHGNFYPZNDLAF-UHFFFAOYSA-N,N#CCC(N)=C(C#N)C#N,1
UIGLAZDLBZDVBL-UHFFFAOYSA-N,C#CC(O)c1ccccc1,1
ZCBIFHNDZBSCEP-UHFFFAOYSA-N,Nc1ccc2[nH]ccc2c1,1
BTOVVHWKPVSLBI-UHFFFAOYSA-N,CC(C)=Cc1ccccc1,1
MMSLOZQEMPDGPI-UHFFFAOYSA-N,C=C(C)c1ccc(C)cc1,1
OGMSGZZPTQNTIK-UHFFFAOYSA-N,C=C(C)c1ccccc1C,1
KWEKXPWNFQBJAY-UHFFFAOYSA-N,C[Si](C)O[Si](C)C,1
LNNXOEHOXSYWLD-UHFFFAOYSA-N,CC#CCBr,1
HSNWZBCBUUSSQD-UHFFFAOYSA-N,CCCCCO[N+](=O)[O-],1
KLXSUMLEPNAZFK-UHFFFAOYSA-N,COc1cccc(C#N)c1,1
FSTPMFASNVISBU-UHFFFAOYSA-N,COc1ccccc1C#N,1
LEWZOBYWGWKNCK-UHFFFAOYSA-N,Nc1ccc2c(c1)CCC2,1
LQFLWKPCQITJIH-UHFFFAOYSA-N,C=CCNc1ccccc1,1
YQDGQEKUTLYWJU-UHFFFAOYSA-N,c1cnc2c(c1)CCCC2,1
XJEVHMGJSYVQBQ-UHFFFAOYSA-N,NC1CCc2ccccc21,1
KMGCKSAIIHOKCX-UHFFFAOYSA-N,OC1Cc2ccccc2C1,1
HORKYAIEVBUXGM-UHFFFAOYSA-N,c1ccc2c(c1)NCCN2,1
QUEBYVKXYIKVSO-UHFFFAOYSA-N,CCCc1cccc(C)c1,1
JXFVMNFKABWTHD-UHFFFAOYSA-N,CCCc1ccc(C)cc1,1
VLRGXXKFHVJQOL-UHFFFAOYSA-N,CC(=O)C(Cl)C(C)=O,1
DZMDPHNGKBEVRE-UHFFFAOYSA-N,CCCCCCCCl,1
DMAYBPBPEUFIHJ-UHFFFAOYSA-N,C=CCCBr,1
NUWHYWYSMAPBHK-UHFFFAOYSA-N,N#Cc1ccc(O)c(O)c1,1
DAVJMKMVLKOQQC-UHFFFAOYSA-N,N#CCc1ccccc1F,1
JIKUXBYRTXDNIY-UHFFFAOYSA-N,CN(C=O)c1ccccc1,1
ZXTLGJAARBNQGK-UHFFFAOYSA-N,Cc1ccccc1NC=O,1
AASABFUMCBTXRL-UHFFFAOYSA-N,CCNc1ccc(C)cc1,1
KDFDOINBXBEOLZ-UHFFFAOYSA-N,CC(C)(N)c1ccccc1,1
MWOUGPLLVVEUMM-UHFFFAOYSA-N,CCNc1ccccc1C,1
OIKHZBFJHONJJB-UHFFFAOYSA-N,C[Si](C)c1ccccc1,1
OKEAMBAZBICIFP-UHFFFAOYSA-N,[O-][n+]1onc2ccccc21,1
AHJWSRRHTXRLAQ-UHFFFAOYSA-N,COC(OC)(OC)OC,1
ILEIUTCVWLYZOM-UHFFFAOYSA-N,Cc1ccc(O)c(C=O)c1,1
LUJMEECXHPYQOF-UHFFFAOYSA-N,CC(=O)c1cccc(O)c1,1
ZWVHTXAYIKBMEE-UHFFFAOYSA-N,O=C(CO)c1ccccc1,1
ZYVXHFWBYUDDBM-UHFFFAOYSA-N,CNC(=O)c1cccnc1,1
QUIMJTKRVOBTQN-UHFFFAOYSA-N,Cc1ccc(CO)c(C)c1,1
XAWKNALRUSOTOY-UHFFFAOYSA-N,CCCc1nccnc1C,1
YSXDKDWNIPOSMF-UHFFFAOYSA-N,O=C(O)CCCCCl,1
ZCLGVXACCAZJOX-UHFFFAOYSA-N,CCOC(=O)CCCl,1
VQFAIAKCILWQPZ-UHFFFAOYSA-N,CC(=O)CBr,1
OEEYCNOOAHGFHL-UHFFFAOYSA-N,O=c1ncnc2[nH][nH]nc1-2,1
ORIHZIZPTZTNCU-UHFFFAOYSA-N,ON=Cc1ccccc1O,1
OLXYLDUSSBULGU-UHFFFAOYSA-N,COC(=O)c1ccncc1,1
LTUUGSGSUZRPRV-UHFFFAOYSA-N,Cc1cccc(C(=O)O)n1,1
NMMIHXMBOZYNET-UHFFFAOYSA-N,COC(=O)c1ccccn1,1
BAQLNPIEFOYKNB-UHFFFAOYSA-N,NNC(=O)c1ccccn1,1
GISWNAMJAQRJPC-UHFFFAOYSA-N,Cc1cc(C)c(O)c(N)c1,1
QXHDYMUPPXAMPQ-UHFFFAOYSA-N,Nc1ccc(CCO)cc1,1
UBKPLLYABUUFCE-UHFFFAOYSA-N,Cc1c(N)ccc(O)c1C,1
GCWYXRHXGLFVFE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1N,1
WFWQWTPAPNEOFE-UHFFFAOYSA-N,OB(O)c1cccc(O)c1,1
VIHUZJYFQOEUMI-UHFFFAOYSA-N,NC(=O)c1ncccc1O,1
ZCIFWRHIEBXBOY-UHFFFAOYSA-N,Nc1ccc(C(=O)O)cn1,1
ZDPAWHACYDRYIW-UHFFFAOYSA-N,CC(=O)c1ccc(F)cc1,1
IFNDEOYXGHGERA-UHFFFAOYSA-N,COc1ccc(C)cc1O,1
YCCILVSKPBXVIP-UHFFFAOYSA-N,OCCc1ccc(O)cc1,1
BXJGUBZTZWCMEX-UHFFFAOYSA-N,Cc1c(O)ccc(O)c1C,1
VBIKLMJHBGFTPV-UHFFFAOYSA-N,CCOc1cccc(O)c1,1
IIGNZLVHOZEOPV-UHFFFAOYSA-N,COc1cccc(CO)c1,1
NVJBFARDFTXOTO-UHFFFAOYSA-N,CCOS(=O)OCC,1
CESBAYSBPMVAEI-UHFFFAOYSA-N,Cc1cc(C)cc(S)c1,1
ILLHQJIJCRNRCJ-UHFFFAOYSA-N,C#CCCCCCCCC,1
BOVQCIDBZXNFEJ-UHFFFAOYSA-N,C=Cc1cccc(Cl)c1,1
YZUPZGFPHUVJKC-UHFFFAOYSA-N,COCCBr,1
UEYQJQVBUVAELZ-UHFFFAOYSA-N,O=C(O)c1ccc[nH]c1=O,1
BRARRAHGNDUELT-UHFFFAOYSA-N,O=C(O)c1ncccc1O,1
QCWTWMJMLSKQCJ-UHFFFAOYSA-N,O=C(O)c1cc[n+]([O-])cc1,1
UGSBCCAHDVCHGI-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cn1,1
ZAGZIOYVEIDDJA-UHFFFAOYSA-N,Nc1nccnc1C(=O)O,1
PAEYAKGINDQUCT-UHFFFAOYSA-N,CCOC(=O)c1ccc[nH]1,1
VUTBELPREDJDDH-UHFFFAOYSA-N,Cc1ncc(CO)c(N)n1,1
FIOJWGRGPONADF-UHFFFAOYSA-N,O=S=Nc1ccccc1,1
WBRPQQSADOCKCH-UHFFFAOYSA-N,CSc1ccccc1N,1
POTIYWUALSJREP-UHFFFAOYSA-N,C1CCC2NCCCC2C1,1
QFSYADJLNBHAKO-UHFFFAOYSA-N,O=C1C=C(O)C(=O)C=C1O,1
ORGPJDKNYMVLFL-UHFFFAOYSA-N,O=C(O)c1ccc(=O)oc1,1
MXNBDFWNYRNIBH-UHFFFAOYSA-N,O=C(O)c1cccc(F)c1,1
LAQYHRQFABOIFD-UHFFFAOYSA-N,COc1cc(O)ccc1O,1
QASBCTGZKABPKX-UHFFFAOYSA-N,CSc1ccc(O)cc1,1
QMVAZEHZOPDGHA-UHFFFAOYSA-N,COc1cccc(S)c1,1
HNQLMBJUMVLFCF-UHFFFAOYSA-N,Cc1ccc(Cl)cc1C,1
KZNRNQGTVRTDPN-UHFFFAOYSA-N,Cc1ccc(C)c(Cl)c1,1
VDXLAYAQGYCQEO-UHFFFAOYSA-N,Cc1cccc(C)c1Cl,1
LBKDGROORAKTLC-UHFFFAOYSA-N,ClCCCCCCl,1
XGYLSRFSXKAYCR-UHFFFAOYSA-N,Cc1ccc(N)c(Cl)c1,1
HPSCXFOQUFPEPE-UHFFFAOYSA-N,Cc1ccc(Cl)c(N)c1,1
WFNLHDJJZSJARK-UHFFFAOYSA-N,Cc1cccc(Cl)c1N,1
XCEYKKJMLOFDSS-UHFFFAOYSA-N,CNc1ccc(Cl)cc1,1
HIHCTGNZNHSZPP-UHFFFAOYSA-N,Cc1cc(N)ccc1Cl,1
UUBWWQIMEJSBBR-UHFFFAOYSA-N,O=c1c(O)c(O)c(=O)c1=O,1
TXXHDPDFNKHHGW-UHFFFAOYSA-N,O=C(O)C=CC=CC(=O)O,1
GKWLILHTTGWKLQ-UHFFFAOYSA-N,c1scc2c1OCCO2,1
SOGBOGBTIKMGFS-UHFFFAOYSA-N,NNC(=O)c1cccs1,1
LZWYWAIOTBEZFN-UHFFFAOYSA-N,C=COC(=O)CCCCC,1
ZVYGIPWYVVJFRW-UHFFFAOYSA-N,C=CC(=O)OCCC(C)C,1
QHSPZGZEUDEIQM-UHFFFAOYSA-N,CC=CC(=O)OC(C)(C)C,1
IPEATTYBFBRNEB-UHFFFAOYSA-N,C[Si](C)(C)C#CC(=O)O,1
ZWOASCVFHSYHOB-UHFFFAOYSA-N,Sc1cccc(S)c1,1
JRNVQLOKVMWBFR-UHFFFAOYSA-N,Sc1ccccc1S,1
AQJFATAFTQCRGC-UHFFFAOYSA-N,Cc1ccc(O)c(Cl)c1,1
XXNOGQJZAOXWAQ-UHFFFAOYSA-N,NNc1ccc(Cl)cc1,1
NNBUKAPOVBEMNI-UHFFFAOYSA-N,CCOC(Cl)CCl,1
PSQZLWHRJMYZHD-UHFFFAOYSA-N,NC1C(=O)NC(=O)NC1=O,1
PBYMYAJONQZORL-UHFFFAOYSA-N,Cc1nccc2ccccc12,1
LTHCSWBWNVGEFE-UHFFFAOYSA-N,CCCCCCCC(N)=O,1
QKVSMSABRNCNRS-UHFFFAOYSA-N,CC(C)CN1CCOCC1,1
FZCQMIRJCGWWCL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1O,1
VAVGOGHLNAJECD-UHFFFAOYSA-N,COc1cccc(Cl)n1,1
NPTGVVKPLWFPPX-UHFFFAOYSA-N,Cc1cc(Cl)nc(N)n1,1
YHGNXQAFNHCBTK-UHFFFAOYSA-N,O=C(O)CC=CCC(=O)O,1
GVIIRWAJDFKJMJ-UHFFFAOYSA-N,CC(=O)CC(=O)OC(C)C,1
UDRCONFHWYGWFI-UHFFFAOYSA-N,CCOC(=O)CC(=O)CC,1
ITQFPVUDTFABDH-UHFFFAOYSA-N,CCOC=CC(=O)OCC,1
WITMXBRCQWOZPX-UHFFFAOYSA-N,c1ccc(-n2cccn2)cc1,1
SEULWJSKCVACTH-UHFFFAOYSA-N,c1ccc(-n2ccnc2)cc1,1
DTVYNUOOZIKEEX-UHFFFAOYSA-N,Nc1cccc2cnccc12,1
ISIUXVGHQFJYHM-UHFFFAOYSA-N,Nc1cncc2ccccc12,1
OSILBMSORKFRTB-UHFFFAOYSA-N,Nc1nccc2ccccc12,1
ZCUJYXPAKHMBAZ-UHFFFAOYSA-N,c1ccc(-c2ncc[nH]2)cc1,1
GQKDZDYQXPOXEM-UHFFFAOYSA-N,Oc1cccc(Cl)c1O,1
XBJLKXOOHLLTPG-UHFFFAOYSA-N,COc1ccc(Cl)nn1,1
FNPVYRJTBXHIPB-UHFFFAOYSA-N,Cc1c(F)cccc1Cl,1
OUMUOQQKEAGFCJ-UHFFFAOYSA-N,CCCCCC#CCCl,1
NLPHXWGWBKZSJC-UHFFFAOYSA-N,CC(=O)c1ccc(C#N)cc1,1
OLNJUISKUQQNIM-UHFFFAOYSA-N,O=Cc1c[nH]c2ccccc12,1
SBCFGFDAZCTSRH-UHFFFAOYSA-N,CC(=O)c1cccc(C#N)c1,1
ICMVGKQFVMTRLB-UHFFFAOYSA-N,N#CCCCc1ccccc1,1
YSEMCVGMNUUNRK-UHFFFAOYSA-N,Nc1ccc(F)c(Cl)c1,1
HBRLMDFVVMYNFH-UHFFFAOYSA-N,CCOC(F)(F)C(F)F,1
OXTNCQMOKLOUAM-UHFFFAOYSA-N,O=C(O)CC(=O)CC(=O)O,1
XJMMNTGIMDZPMU-UHFFFAOYSA-N,CC(CC(=O)O)CC(=O)O,1
DQEUFPARIOFOAI-UHFFFAOYSA-N,CC(C)C(C(=O)O)C(=O)O,1
XNERWVPQCYSMLC-UHFFFAOYSA-N,O=C(O)C#Cc1ccccc1,1
BICHBFCGCJNCAT-UHFFFAOYSA-N,Fc1ccc(S)c(F)c1,1
CWLKTJOTWITYSI-UHFFFAOYSA-N,Fc1cccc2ccccc12,1
JYMNQRQQBJIMCV-UHFFFAOYSA-N,CN(C)c1ccc(C#N)cc1,1
BKCCAYLNRIRKDJ-UHFFFAOYSA-N,c1ccc(C2=NCCN2)cc1,1
PDELBHCVXBSVPJ-UHFFFAOYSA-N,C=Cc1c(C)cc(C)cc1C,1
ZQXLIXHVJVAPLW-UHFFFAOYSA-N,Oc1ccc(F)c(Cl)c1,1
VWYFITBWBRVBSW-UHFFFAOYSA-N,O=Cc1ccc(Cl)s1,1
BJSVKBGQDHUBHZ-UHFFFAOYSA-N,Nc1c(F)cc(F)cc1F,1
JTZSFNHHVULOGJ-UHFFFAOYSA-N,FC(F)(F)c1cccnc1,1
XWSGEVNYFYKXCP-UHFFFAOYSA-N,CN(CC(=O)O)CC(=O)O,1
GYLKKXHEIIFTJH-UHFFFAOYSA-N,N#Cc1cccc(C(=O)O)c1,1
LUNOXNMCFPFPMO-UHFFFAOYSA-N,COc1cccc2[nH]ccc12,1
FSOPPXYMWZOKRM-UHFFFAOYSA-N,COc1cccc2cc[nH]c12,1
PJRLUGQMEZZDIY-UHFFFAOYSA-N,CCOc1ccc(C#N)cc1,1
BPCNEKWROYSOLT-UHFFFAOYSA-N,C=CC(=O)Nc1ccccc1,1
IXAUFLAHUXISCH-UHFFFAOYSA-N,N#CCCOc1ccccc1,1
DWJKILXTMUGXOU-UHFFFAOYSA-N,COc1ccccc1CC#N,1
SODWJACROGQSMM-UHFFFAOYSA-N,Nc1cccc2c1CCCC2,1
ZRTWIJKGTUGZJY-UHFFFAOYSA-N,Oc1cc(F)c(F)c(F)c1,1
IJGSULQFKYOYEU-UHFFFAOYSA-N,Oc1ccc(F)c(F)c1F,1
JVYDLYGCSIHCMR-UHFFFAOYSA-N,CCC(CO)(CO)C(=O)O,1
ONPJWQSDZCGSQM-UHFFFAOYSA-N,C=C(C(=O)O)c1ccccc1,1
OCYMJCILWYHKAU-UHFFFAOYSA-N,Cc1cc(C)c(C#N)c(O)n1,1
IAJLTMBBAVVMQO-UHFFFAOYSA-N,OCc1nc2ccccc2[nH]1,1
SCWNNOCLLOHZIG-UHFFFAOYSA-N,Oc1cccc2c1CCCC2,1
BEZDDPMMPIDMGJ-UHFFFAOYSA-N,Cc1cc(C)c(C)c(C)c1C,1
QCLFSYYUWPUWQR-UHFFFAOYSA-N,Cc1oc(=O)oc1CCl,1
LSEAAPGIZCDEEH-UHFFFAOYSA-N,Clc1cncc(Cl)n1,1
LPNANKDXVBMDKE-UHFFFAOYSA-N,C=CCCCBr,1
FLHFTXCMKFVKRP-UHFFFAOYSA-N,BrCC1CCC1,1
QJRWLNLUIAJTAD-UHFFFAOYSA-N,COc1cc(C#N)ccc1O,1
QRCGFTXRXYMJOS-UHFFFAOYSA-N,O=C1COc2ccccc2N1,1
BCXSVFBDMPSKPT-UHFFFAOYSA-N,Nc1ccc2[nH]c(=O)[nH]c2c1,1
ABJVUPUJUGBUMM-UHFFFAOYSA-N,CCCCCc1ccncc1,1
AGNFWIZBEATIAK-UHFFFAOYSA-N,NCCCCc1ccccc1,1
HSDXVAOHEOSTFZ-UHFFFAOYSA-N,CCCCCc1ccccn1,1
DPKTVUKEPNBABS-UHFFFAOYSA-N,CC(C)(C)c1cccc(N)c1,1
HJBGZJMKTOMQRR-UHFFFAOYSA-N,O=Cc1cccc(B(O)O)c1,1
DGUWACLYDSWXRZ-UHFFFAOYSA-N,O=Cc1ccccc1B(O)O,1
SDXUIOOHCIQXRP-UHFFFAOYSA-N,Fc1cc(F)c(F)cc1F,1
SOZFIIXUNAKEJP-UHFFFAOYSA-N,Fc1ccc(F)c(F)c1F,1
UHHYOKRQTQBKSB-UHFFFAOYSA-N,Fc1cc(F)c(F)c(F)c1,1
UHDNUPHSDMOGCR-UHFFFAOYSA-N,O=Cc1cccc(C(=O)O)c1,1
YNPDFBFVMJNGKZ-UHFFFAOYSA-N,CC(=O)c1cc(C)ccc1O,1
BKYWPNROPGQIFZ-UHFFFAOYSA-N,Cc1ccc(C(=O)O)c(C)c1,1
XZRHNAFEYMSXRG-UHFFFAOYSA-N,Cc1ccc(C)c(C(=O)O)c1,1
ZQVKTHRQIXSMGY-UHFFFAOYSA-N,CCc1ccc(C(=O)O)cc1,1
RZWGTXHSYZGXKF-UHFFFAOYSA-N,Cc1ccccc1CC(=O)O,1
CPXCDEMFNPKOEF-UHFFFAOYSA-N,COC(=O)c1cccc(C)c1,1
KDUWXMIHHIVXER-UHFFFAOYSA-N,CCC(=O)c1ccccc1O,1
DUVJMSPTZMCSTQ-UHFFFAOYSA-N,CCOc1ccccc1C=O,1
GJMPSRSMBJLKKB-UHFFFAOYSA-N,Cc1cccc(CC(=O)O)c1,1
QZMGMXBYJZVAJN-UHFFFAOYSA-N,CCOc1cccc(C=O)c1,1
ZXOAHASJYIUCBG-UHFFFAOYSA-N,CCNC(=O)c1cccnc1,1
FJEVKYZLIRAAKE-UHFFFAOYSA-N,CN(C)C(=O)c1cccnc1,1
SBRXLTRZCJVAPH-UHFFFAOYSA-N,CC[Si](OC)(OC)OC,1
KXFSUVJPEQYUGN-UHFFFAOYSA-N,C[Si](C)(C)c1ccccc1,1
LZAZXBXPKRULLB-UHFFFAOYSA-N,CC(C)SSC(C)C,1
YJRGMUWRPCPLNH-UHFFFAOYSA-N,CCCCOC(=O)CCl,1
OPXNFHAILOHHFO-UHFFFAOYSA-N,CCOC(=O)CCCCl,1
JOUWCKCVTDSMHF-UHFFFAOYSA-N,CCC(C)(C)Br,1
DRAVOWXCEBXPTN-UHFFFAOYSA-N,Nc1nc(=O)[nH]c2nc[nH]c12,1
XHYVBIXKORFHFM-UHFFFAOYSA-N,Cc1cccc(N)c1C(=O)O,1
FQYYIPZPELSLDK-UHFFFAOYSA-N,CCOC(=O)c1ccccn1,1
WVMBPWMAQDVZCM-UHFFFAOYSA-N,CNc1ccccc1C(=O)O,1
YBPAYPRLUDCSEY-UHFFFAOYSA-N,NC(=O)Cc1ccc(O)cc1,1
NHFKECPTBZZFBC-UHFFFAOYSA-N,Cc1cc(C(=O)O)ccc1N,1
GRWMSCBKWMQPON-UHFFFAOYSA-N,NNC(=O)c1ccccc1N,1
WQBCAASPALGAKX-UHFFFAOYSA-N,CN(C)c1ccc(CO)cc1,1
MRDUURPIPLIGQX-UHFFFAOYSA-N,N#CCc1ccccc1Cl,1
ZQLCWPXBHUALQC-UHFFFAOYSA-N,Cc1ccc(C(=O)O)cc1O,1
YKUCHDXIBAQWSF-UHFFFAOYSA-N,COC(=O)c1cccc(O)c1,1
WQXWIKCZNIGMAP-UHFFFAOYSA-N,CC(=O)c1cc(O)cc(O)c1,1
RIERSGULWXEJKL-UHFFFAOYSA-N,Cc1c(O)cccc1C(=O)O,1
LTFHNKUKQYVHDX-UHFFFAOYSA-N,Cc1cc(C(=O)O)ccc1O,1
CCVYRRGZDBSHFU-UHFFFAOYSA-N,O=C(O)Cc1ccccc1O,1
FVMDYYGIDFPZAX-UHFFFAOYSA-N,O=C(O)Cc1cccc(O)c1,1
IPRCBIWIPMJXIK-UHFFFAOYSA-N,NC(=O)Nc1cccc(O)c1,1
ZMZGIVVRBMFZSG-UHFFFAOYSA-N,NNC(=O)c1ccc(O)cc1,1
XPAYEWBTLKOEDA-UHFFFAOYSA-N,Cc1cc(N)ccc1[N+](=O)[O-],1
QIJNVLLXIIPXQT-UHFFFAOYSA-N,CCC(=O)c1ccc(F)cc1,1
FAYGEALAEQKPDI-UHFFFAOYSA-N,COCCc1ccc(O)cc1,1
GYPMBQZAVBFUIZ-UHFFFAOYSA-N,COc1ccc(C)cc1OC,1
FRCMVXLVVCXOHO-UHFFFAOYSA-N,Cc1nccnc1OC(C)C,1
JZQKTMZYLHNFPL-UHFFFAOYSA-N,CCCCCC=CC=CC=O,1
QYRDWARBHMCOAG-UHFFFAOYSA-N,N#Cc1cc(Cl)ccc1N,1
NKLOLMQJDLMZRE-UHFFFAOYSA-N,Clc1ccc2[nH]cnc2c1,1
ZFBKYGFPUCUYIF-UHFFFAOYSA-N,N#Cc1ccc(N)cc1Cl,1
OVXJWSYBABKZMD-UHFFFAOYSA-N,CCOC(CCl)OCC,1
MMYKTRPLXXWLBC-UHFFFAOYSA-N,CCOCCBr,1
NQXUSSVLFOBRSE-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])c(O)c1,1
BQEXDUKMTVYBRK-UHFFFAOYSA-N,Cc1ccc(O)cc1[N+](=O)[O-],1
UMFDLIXUUJMPSI-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1O,1
QIORDSKCCHRSSD-UHFFFAOYSA-N,Cc1cccc(O)c1[N+](=O)[O-],1
GAKLFAZBKQGUBO-UHFFFAOYSA-N,Cc1c(O)cccc1[N+](=O)[O-],1
INCSQLZZXBPATR-UHFFFAOYSA-N,COC(=O)c1nccnc1N,1
AUZPZBPZWHEIDY-UHFFFAOYSA-N,CC(=O)Nc1ccccc1F,1
YJMNOKOLADGBKA-UHFFFAOYSA-N,N#Cc1cccc2ccccc12,1
SHXHPUAKLCCLDV-UHFFFAOYSA-N,CC(=O)CC(=O)C(F)(F)F,1
RGZHEOWNTDJLAQ-UHFFFAOYSA-N,O=Cc1cc(O)c(O)c(O)c1,1
MSEBQGULDWDIRW-UHFFFAOYSA-N,COC(=O)c1ccc(F)cc1,1
MGKPFALCNDRSQD-UHFFFAOYSA-N,O=C(O)Cc1ccc(F)cc1,1
YEAUYVGUXSZCFI-UHFFFAOYSA-N,O=C(O)Cc1cccc(F)c1,1
XQDNFAMOIPNVES-UHFFFAOYSA-N,COc1cc(O)cc(OC)c1,1
JUUBCHWRXWPFFH-UHFFFAOYSA-N,OCCc1ccc(O)c(O)c1,1
ZENOXNGFMSCLLL-UHFFFAOYSA-N,COc1cc(CO)ccc1O,1
WHKRHBLAJFYZKF-UHFFFAOYSA-N,COc1ccc(CO)cc1O,1
OSZHSESNQIMXMZ-UHFFFAOYSA-N,COc1cccc(CO)c1O,1
WAVNYPVYNSIHNC-UHFFFAOYSA-N,N#CC(C#N)=Cc1ccccc1,1
LMJXSOYPAOSIPZ-UHFFFAOYSA-N,O=C(O)c1ccc(S)cc1,1
RSFDFESMVAIVKO-UHFFFAOYSA-N,O=C(O)c1cccc(S)c1,1
KBLWLMPSVYBVDK-UHFFFAOYSA-N,C=CC(=O)OC1CCCCC1,1
UUWJBXKHMMQDED-UHFFFAOYSA-N,CC(=O)c1cccc(Cl)c1,1
XZBXAYCCBFTQHH-UHFFFAOYSA-N,ClCCCc1ccccc1,1
WDZACGWEPQLKOM-UHFFFAOYSA-N,Cc1cc(C)c(Cl)c(C)c1,1
XJNPNXSISMKQEX-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c(O)c1,1
ZLCPKMIJYMHZMJ-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1O,1
SKWTUNAAJNDEIK-UHFFFAOYSA-N,Cc1ccc(F)cc1[N+](=O)[O-],1
WZMOWQCNPFDWPA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])c(F)c1,1
VQGHOUODWALEFC-UHFFFAOYSA-N,c1ccc(-c2ccccn2)cc1,1
HJKGBRPNSJADMB-UHFFFAOYSA-N,c1ccc(-c2cccnc2)cc1,1
SRXFXCKTIGELTI-UHFFFAOYSA-N,NCCc1ccc(Cl)cc1,1
CHTHALBTIRVDBM-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)o1,1
PUGDHSSOXPHLPT-UHFFFAOYSA-N,Nc1ccc(F)cc1[N+](=O)[O-],1
VGSOCYWCRMXQAB-UHFFFAOYSA-N,O=Cc1ccc(O)c(Cl)c1,1
HZFRKZWBVUJYDA-UHFFFAOYSA-N,OCCc1ccc(Cl)cc1,1
ZHRLVDHMIJDWSS-UHFFFAOYSA-N,O=[N+]([O-])c1cc(F)ccc1O,1
CSSGKHVRDGATJL-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1F,1
ORPHLVJBJOCHBR-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c(F)c1,1
QQURWFRNETXFTN-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(F)cc1O,1
WPYJKGWLDJECQD-UHFFFAOYSA-N,O=Cc1ccc2ccccc2n1,1
MGCGJBXTNWUHQE-UHFFFAOYSA-N,O=Cc1ccnc2ccccc12,1
TWEQNZZOOFKOER-UHFFFAOYSA-N,COC(=O)c1sccc1N,1
JJPSZKIOGBRMHK-UHFFFAOYSA-N,Cc1ccc2nc(C)ccc2c1,1
ZTNANFDSJRRZRJ-UHFFFAOYSA-N,Cc1cc(C)c2ccccc2n1,1
IBRSSZOHCGUTHI-UHFFFAOYSA-N,O=C(O)c1cccnc1Cl,1
WBSMIPLNPSCJFS-UHFFFAOYSA-N,COc1ccc(Cl)cc1N,1
NYPYPOZNGOXYSU-UHFFFAOYSA-N,Brc1cccnc1,1
ONOTYLMNTZNAQZ-UHFFFAOYSA-N,O=C(O)c1c(F)cccc1F,1
NJYBIFYEWYWYAN-UHFFFAOYSA-N,O=C(O)c1ccc(F)cc1F,1
LBQMIAVIGLLBGW-UHFFFAOYSA-N,O=C(O)c1cc(F)ccc1F,1
JLZVIWSFUPLSOR-UHFFFAOYSA-N,O=C(O)c1cccc(F)c1F,1
UZBOWOQARWWIER-UHFFFAOYSA-N,CC1(C)OC(=O)CC1C(=O)O,1
RJXLUGSJEMSDPK-UHFFFAOYSA-N,Cc1ccn(-c2ccccc2)n1,1
COCFIBRMFPWUDW-UHFFFAOYSA-N,Cc1cc(N)c2ccccc2n1,1
OKJADYKTJJGKDX-UHFFFAOYSA-N,CCCCOC(=O)CCCC,1
UUOLETYDNTVQDY-UHFFFAOYSA-N,O=[N+]([O-])c1cccnc1Cl,1
OACPOWYLLGHGCR-UHFFFAOYSA-N,O=Cc1c(F)cccc1Cl,1
GKQXPTHQTXCXEV-UHFFFAOYSA-N,SCc1ccc(Cl)cc1,1
GYCPLYCTMDTEPU-UHFFFAOYSA-N,Brc1cncnc1,1
