InChIKey,SMILES,Mutagenicity_target
XFZQPKVXBFNUKL-UHFFFAOYSA-N,COc1cc(N)cc(OC)c1N,0
PJWCHAQXMXPRGB-UHFFFAOYSA-N,O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccccc12,0
SRADQUKTDOQMGD-WLRTZDKTSA-N,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,1
YQHZABGPIPECSQ-UHFFFAOYSA-N,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,1
MCFPPHKNJUOYBX-UHFFFAOYSA-N,Cc1nc2cc(C)c3c(nc(N)n3C)c2nc1C,1
GMIXSULHTOYTSM-UHFFFAOYSA-N,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,0
QZXAEJGHNXJTSE-UHFFFAOYSA-N,CCNc1cc2oc(=O)cc(C)c2cc1C,0
LGLMHMRNPVACGS-UHFFFAOYSA-N,O=NN1CSCC1C(=O)O,0
YJRBRXLARFRAFB-UHFFFAOYSA-N,Oc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1
YMJXPUGNWIWFJI-UHFFFAOYSA-N,CN(C)C(=O)c1nc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0
GYHZLNKMZPYTFB-VKHMYHEASA-N,NC(=O)C[C@H]1CO1,1
XJQPQKLURWNAAH-UHFFFAOYSA-N,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,1
NNICRUQPODTGRU-MRVPVSSYSA-N,N#C[C@@H](O)c1ccccc1,0
IOFUTXAOWYNJFY-UHFFFAOYSA-N,CC(=O)Nc1ccc2ccccc2n1,0
RKISUIUJZGSLEV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,0
WWTQPBZZMSVIGJ-UHFFFAOYSA-N,CC(Cl)C(=O)NCc1ccccc1,0
IUBRMRYOJXAQBD-UHFFFAOYSA-N,Cc1cc(C(=C2C=CC(N)C=C2)c2ccc(N)cc2)ccc1N,1
QRUWUSOUUMPANJ-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,0
TXUCQVJZBXYDKH-SNVBAGLBSA-N,C=C[C@@H](OC(C)=O)c1ccc2c(c1)OCO2,1
VAPSMQAHNAZRKC-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,0
AVTJRMCCKOBMQP-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,0
QFZVPWWLRDQHEP-UHFFFAOYSA-N,OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,0
CPCRJSQNWHCGOP-UHFFFAOYSA-N,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCCCC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0
USGYMDAUQBQWFU-UHFFFAOYSA-N,C1CC2OC2CCC2OC12,0
OVZQVGZERAFSPI-UHFFFAOYSA-N,O=Cc1cccc2cccnc12,1
UOGGDVSNMLEDIZ-UHFFFAOYSA-N,O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0
FXYHJVRPZDUNMI-UHFFFAOYSA-N,Cc1cn(CC(O)C[N-][N+]#N)c(=O)[nH]c1=O,1
OBCIJGSAPVQGBS-UHFFFAOYSA-N,CCCCN=NC(C)(C)OO,1
FHAGACMCMQYSNX-OAHLLOKOSA-N,C=C(C)[C@H]1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,1
RFKITWRHKUYMRJ-ZDUSSCGKSA-N,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)[C@H]1N=Nc1ccc(S(=O)(=O)O)cc1,0
VXEGPEWUDKIHSH-UHFFFAOYSA-N,NC(=O)C12OC1C(O)(c1ccccc1)NC2=O,0
XLTMWFMRJZDFFD-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,1
JVSYZGLUYQMVQJ-UHFFFAOYSA-N,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,1
MHGOKSLTIUHUBF-MRVPVSSYSA-N,CCCC[C@@H](CC)COS(=O)(=O)O,0
QJOLOLXLQSVYKH-UHFFFAOYSA-N,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,1
UFWSSCAAHBNZRO-UHFFFAOYSA-N,CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,1
ZNJHDEZOETZXIX-UHFFFAOYSA-N,CC(=O)Nc1cc2c(cc1OC(C)=O)-c1ccccc1C2,0
MPXAWSABMVLIBU-UHFFFAOYSA-N,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,1
ZGDOXNSJDDJHRV-UHFFFAOYSA-N,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,0
UQKPGXYENGNTCJ-UHFFFAOYSA-N,O=NN1CCCNC1=O,1
KWGUFXPJIMNUFB-UHFFFAOYSA-N,CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12,1
CFWPNVAHIGEFIJ-UHFFFAOYSA-N,COc1ccc(-c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)cc1OC,1
YITJBKAOHXETFG-UHFFFAOYSA-N,c1ccc2c(COCC3CO3)cccc2c1,1
YICRHFDUUYCIFX-UHFFFAOYSA-N,O=c1c2ccccc2sn1CC1CO1,0
DOSNGAGLKBWUSU-UHFFFAOYSA-N,O=CNc1ccc2c(c1)Cc1ccccc1-2,1
XYSSGYHHAUSTHC-UHFFFAOYSA-N,CN(C)c1ccc(C(=C2C=CC(=N)C=C2)c2ccc(N(C)C)cc2)cc1,0
FHMMQQXRSYSWCM-UHFFFAOYSA-N,Nc1c(O)ccc2ccccc12,0
BWJGNVFHFCOCCC-UHFFFAOYSA-N,CCn1c(N)nc2c3cccnc3cc(C)c21,1
UVICBYWWQCYHBK-DPFVXNFMSA-N,C[C@]12CC[C@H](OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12,1
PWAJWEKJZYNDMX-UHFFFAOYSA-N,CN(C)CCNC(=O)c1ccc2ccc3cccnc3c2n1,1
SXVRECLPTCOMIA-UHFFFAOYSA-N,O=S(=O)(O)c1cccc2cccnc12,0
QVWJMXQQFRQGHC-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12,1
GAMOPGGZIQWBEM-UHFFFAOYSA-N,COc1ccc(C(=O)C2OC2c2ccccc2)cc1,0
GYNOTJLCULOEIM-UHFFFAOYSA-N,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,1
HZJDFBLYBNLMIX-UHFFFAOYSA-N,Cc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(C)cc2)cc1,1
PEHFVNNNUFIZPR-UHFFFAOYSA-N,COc1cc(C)cc2c1C(=O)C=C(c1c(C)cc3c(c1OC)C(=O)C=CC3=O)C2=O,0
FHYTVYKUXNWGBE-OWOJBTEDSA-N,Cl/C=C/c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
LGYNIFWIKSEESD-MRVPVSSYSA-N,CCCC[C@H](C=O)CC,0
RTHANHWVYMZYHL-UHFFFAOYSA-N,CN(CCO)C(=O)Nc1ccccc1,0
XUEZVDKAGOWVDJ-UHFFFAOYSA-N,Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3,1
YDXRLMMGARHIIC-UHFFFAOYSA-N,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,1
NKANXQFJJICGDU-OCEACIFDSA-N,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0
WWBGWPHHLRSTFI-UHFFFAOYSA-N,O=C1C=Cc2cccc3cccc1c23,1
CINNPJKMBVNUMO-UHFFFAOYSA-N,CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1
ISOOAULGCYDSSE-UHFFFAOYSA-N,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,1
VIHYIVKEECZGOU-UHFFFAOYSA-N,CC(=O)n1ccnc1,0
NIMLQBUJDJZYEJ-PWSUYJOCSA-N,CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,0
ADHARTAVWVLWEN-UHFFFAOYSA-N,Cn1c(N)nc2c3ccncc3ccc21,1
WTEVQBCEXWBHNA-YFHOEESVSA-N,CC(C)=CCC/C(C)=C\C=O,0
PKVRCIRHQMSYJX-KPZODEHGSA-N,COc1cc2c(cc1O)CCN[C@]21CSC2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,1
APIRAYPNDXRJBP-UHFFFAOYSA-N,c1ccc2c(c1)-c1cc3ccccc3cc1C1OC21,1
KELLEWMBQHZEAA-UHFFFAOYSA-N,O=C1OCC(C(Br)Br)=C1Br,1
PDVDUMUGNNQALL-UHFFFAOYSA-N,CC1(C(N)=O)CO1,1
FWFOOWHDKQMDKI-UHFFFAOYSA-N,OCc1c2ccccc2cc2c1ccc1ccccc12,1
GTVWRXDRKAHEAD-WXFUMESZSA-N,CCCC[C@@H](CC)COP(=O)(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,0
NZIXNFSLKVEDOS-UHFFFAOYSA-N,O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,1
WDEQLMYIIXBHTJ-UHFFFAOYSA-N,O=C1OC(O)C(CCl)=C1Cl,1
ZGLULYHNORNQCE-UHFFFAOYSA-N,Nc1[nH]ccc2nc3ccccc3c1-2,1
IWKVORJQUCGMGE-UHFFFAOYSA-N,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,1
SCUZPDVDVNPARY-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,1
FTMBVQWARWOALX-UHFFFAOYSA-N,CCc1c2ccccc2c(C)c2ccc3ccccc3c12,0
WSQHNGOQXGWRRF-HNNXBMFYSA-N,c1ccc2c([C@@H]3CO3)c3ccccc3cc2c1,1
WZJYKHNJTSNBHV-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cccnc12,1
MJHLEBFJKCVIER-UHFFFAOYSA-N,Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,0
DTCCTIQRPGSLPT-ONEGZZNKSA-N,CC/C=C/C=O,1
YLNHLARXJIFUJU-UHFFFAOYSA-N,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,1
HRUJAEJKCNCOGW-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(C(=O)O)cc1,0
ZXXVPFQJGQXING-UHFFFAOYSA-N,CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,0
PYNUPZKQDKYVMH-UHFFFAOYSA-N,CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,1
ZJQJZIJIBNDGAR-UHFFFAOYSA-N,CN=NC(C)(C)OO,1
LQNXUPMCPJIEAW-GTBHKJNSSA-N,CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,1
SJXGUJDBIYKQTJ-UHFFFAOYSA-N,CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1N,0
SQZIOTVJQHRZMG-UHFFFAOYSA-N,O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23,1
YOHHEVRXKIVTMR-UHFFFAOYSA-N,CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,1
SSMFYBHQLFTJSA-UHFFFAOYSA-N,Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1,1
QJKXQFVTAQLHOM-UHFFFAOYSA-N,CN1CCN(c2ccc3[nH]c(CCCCCCc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0
XPPWPWDVLBEMIF-UHFFFAOYSA-N,Cn1c(N)nc2nc3cccnc3cc21,0
CKLFVNJOVKIITI-UHFFFAOYSA-N,OC1CC=Cc2c1cc1ccc3cccc4ccc2c1c34,1
XIBVVIAYYYFAAI-UHFFFAOYSA-N,CN(Cc1ccccc1)C(=O)CBr,0
OVYWMEWYEJLIER-UHFFFAOYSA-N,Oc1ccc2ncccc2c1,0
NVBRGPJUOMAWIN-UHFFFAOYSA-N,O=CN(O)c1ccc(-c2ccccc2)cc1,1
HJSJELVDQOXCHO-HTQZYQBOSA-N,OCC1=CCN2CC[C@@H](O)[C@@H]12,0
QDPMSHBLIUFLDS-UHFFFAOYSA-N,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1
AWKBHLIGHXPDOV-UHFFFAOYSA-N,CC(=O)OC1COC(Nc2ccc(C(=O)O)cc2)C(OC(C)=O)C1OC(C)=O,0
AGFAJSXQOTVQCE-UHFFFAOYSA-N,O=[N+]([O-])c1cc2[nH]c3cc([N+](=O)[O-])c4ccccc4c3c2c2ccccc12,1
VSMKOWQLOSKSCG-UHFFFAOYSA-N,c1ccc2c(c1)-c1cc3c(cc1C1OC21)-c1ccccc1C1OC31,1
XQQIMTUYVDUWKJ-UHFFFAOYSA-N,OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0
WVGYHLJEPXJSCQ-UHFFFAOYSA-N,O=S(=O)(Nc1cccc(Cl)c1)c1cccc2cccnc12,0
WVRNUXJQQFPNMN-GETOMWPZSA-N,CCCCCCCCCC/C=C/[C@H]1CC(=O)OC1=O,0
YTFXKURWTLWPKK-UHFFFAOYSA-N,O=C1NCNC(=O)N1,1
DHBHRJHVDXIOKB-UHFFFAOYSA-N,CNc1ccc2nc(C)c(C)nc2c1C,1
VHROZHSFUMYLPL-UHFFFAOYSA-N,COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,0
GESJVEUWYDSOMJ-UHFFFAOYSA-N,OC1c2cccc3ccc4c5ccccc5cc1c4c23,1
CAYFSISDGNLQFJ-UHFFFAOYSA-N,COC(=O)c1oc(N)c(Cl)c1Cl,0
KYCRATASIVVMCZ-UHFFFAOYSA-N,C1=C2CCCC(=CC3OC13)O2,0
JARCFMKMOFFIGZ-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,0
IGPPDVOGRBZBFF-UHFFFAOYSA-N,CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0
SLGBZMMZGDRARJ-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1c1ccccc21,1
YWERQGYOIRHPNA-UHFFFAOYSA-N,O=CNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1
RCWNHXIFXQTICS-UHFFFAOYSA-N,Cc1ccc2c(C)c3ccc4ccccc4c3nc2c1,1
IAMBLRQVZCQTNF-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2csnc12,1
PNDQMTHVYOUHCS-ISFAVVKVSA-N,CC/C=C/C=C/C=C/C=C/C=C/OC,1
XMPFNEBCESSDIS-UHFFFAOYSA-N,CCCCCN1C2c3ccccc3-c3ccccc3C21,1
YZNDPHYLLZSGTF-UHFFFAOYSA-N,CCCCN(CCC(C)=O)N=O,1
WMAYPBMLSQKCHA-UHFFFAOYSA-N,Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
LMAQCGJZEPBDFO-UHFFFAOYSA-N,COC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,1
FFZDOOWHSFZOBH-UHFFFAOYSA-N,O=[N+]([O-])C1=Cc2ccc3ccc4cccc5cc1c2c3c45,1
JFTDZIDCQPHSCN-UHFFFAOYSA-N,O=S(=O)(NO)c1cccc2cccnc12,0
LRPBXXZUPUBCAP-UHFFFAOYSA-N,OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,0
OJVOGABFNZDOOZ-UHFFFAOYSA-N,CC(O)C(C)[N+](=O)[O-],0
NWXMGUDVXFXRIG-FYHUAQAWSA-N,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]12,0
ICRHCNSZHYPRNZ-UHFFFAOYSA-N,C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,1
WVJRAJZMOVQFEC-UHFFFAOYSA-N,Cc1c(C)c(Br)c(Br)c(Br)c1Br,0
HDOYZSLMLJKAPW-UHFFFAOYSA-N,CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,1
FWUDLKMCWUETIP-UHFFFAOYSA-N,O=CN(O)c1ccccc1,0
JYYFMIOPGOFNPK-AGRJPVHOSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1
WREGKURFCTUGRC-SVRRBLITSA-N,Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1,1
YWFLVBNFDFMBIH-UHFFFAOYSA-N,Clc1cccc(-c2nc3ccccc3o2)c1,0
XDRMBCMMABGNMM-UHFFFAOYSA-N,CCOS(=O)(=O)c1ccccc1,1
CPMBCCFTJUTMRD-UHFFFAOYSA-N,Fc1cc2cccnc2c2ccccc12,1
WPBPIIQLGGMJCS-AHHRJZGPSA-N,N/N=C1\N=NC=C2C=CC=C[C@@H]21,1
QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C,0
HLJOHDWUPCYMIB-UHFFFAOYSA-N,NNc1nncc2cnccc12,1
KTUJCZWYAJFUJS-UHFFFAOYSA-N,O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],1
ZEQJEFOPTOCNRF-UHFFFAOYSA-N,Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,1
FMJSMJQBSVNSBF-LJQANCHMSA-N,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0
YLTNBKNUTOITRC-UHFFFAOYSA-N,COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,1
SJXDHZGVKPNCHK-UHFFFAOYSA-N,O=c1oc2cccc3ccc4cccc1c4c32,0
VHPXSBIFWDAFMB-REOHCLBHSA-N,NC1=N[C@H](C(=O)O)CS1,0
XZGDXGZXOFWKHB-UHFFFAOYSA-N,Nc1nc2c(s1)CCc1ncccc1-2,1
WIMQQKPBZXDQBF-UHFFFAOYSA-N,Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
OBJLATZMUCRDPK-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1,1
WVPGXJOLGGFBCR-UHFFFAOYSA-N,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,0
YCZJVRCZIPDYHH-UHFFFAOYSA-N,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0
QZXSMBBFBXPQHI-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)NCCO,0
COOUMHVNORGIOH-UHFFFAOYSA-N,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
DKOXITJAUZNAPK-UHFFFAOYSA-N,CNc1ccc(N=Nc2ccccc2)cc1,1
CYXKNKQEMFBLER-GOSISDBHSA-N,C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,0
XGHHHPDRXLIMPM-CMDGGOBGSA-N,CN(C)c1ccc(/C=C/c2ccccc2)cc1,1
YWHWPIRLFHZSFS-UHFFFAOYSA-N,Cn1nc(C2CC2)cc1N,1
SAWPRHGGVOPPSR-UHFFFAOYSA-N,CCN(CCCCO)N=O,1
YXCUTAHELJGPFG-VQTJNVASSA-N,O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)[C@@H]1O[C@H]21,1
XPIHDAPOGFAZLY-OWOJBTEDSA-N,Nc1ccc(/C=C/c2ccc(Cl)cc2)cc1,1
NPULRJKDSGAKML-UHFFFAOYSA-O,N#[N+]c1nc[nH]c1C(N)=O,1
QYYCPWLLBSSFBW-UHFFFAOYSA-N,c1ccc2c(OCC3CO3)cccc2c1,1
ZWPMSTPDPLMZPM-UHFFFAOYSA-N,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0
YXDMBBDFYLRLKK-UHFFFAOYSA-N,O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,1
HYOVVAPZJIOXEQ-UHFFFAOYSA-N,OC1c2ccc3ncccc3c2C2OC2C1O,0
SSZWWUDQMAHNAQ-GSVOUGTGSA-N,OC[C@H](O)CCl,1
BDIAUFOIMFAIPU-KVJIRVJXSA-N,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1
XDFZKQJLNGNJAN-UHFFFAOYSA-N,Cn1c(N)nc2ccccc21,1
OMSJCIOTCFHSIT-UHFFFAOYSA-N,O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,0
SQFPKRNUGBRTAR-UHFFFAOYSA-N,C1=Cc2cc3ccccc3c3cccc1c23,1
WLXLLQQGGGHOMA-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,1
SSTXRXBEFLNCQG-UHFFFAOYSA-N,CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1,0
BKJFDZSBZWHRNH-UHFFFAOYSA-N,O=C(O)CCCCCCCBr,1
LVNPGQZSPDFZNC-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)c(F)c2)cc1F,1
FJQLVOHCPDYIFE-UHFFFAOYSA-N,OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1
LEBUMELHEOWISN-UHFFFAOYSA-N,Cc1cc2ccccc2c2cc3c(cc12)C(O)C(O)C=C3,1
SAKWMMOWGNCYFV-UHFFFAOYSA-N,Nc1cc2nc3ccc(Cl)cc3nc2cc1N,1
QEMAADKFXFAFPL-UHFFFAOYSA-N,Nc1cccc2c(Cl)nsc12,1
BKYSFVJCBRHGMA-UHFFFAOYSA-N,c1ccc2cc(OCC3CO3)ccc2c1,1
KRPHZIRPXLJJIZ-UHFFFAOYSA-N,Cc1ccc2c(c1)Cc1cc(C)ccc1-2,0
WPZHPVZYKDCUQT-UHFFFAOYSA-N,CN(Cc1cccc(C(F)(F)F)c1)N=O,1
LLMLNAVBOAMOEE-UHFFFAOYSA-N,O=Cc1cccc(Cl)c1Cl,0
QTFADPVPWXHNCA-UHFFFAOYSA-N,O=CN(O)c1ccc(Cl)c(Cl)c1,0
IMOYUMWGJOTJTF-UHFFFAOYSA-N,Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,1
PEPMWUSGRKINHX-UHFFFAOYSA-N,CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,0
RFUAMQCKKXWCFF-UHFFFAOYSA-N,Cc1c2ccc(CO)cc2nc2c1ccc1ccccc12,1
BAFMBHJRYJBYQD-UHFFFAOYSA-N,CCC1OC1c1ccccc1,0
CVVFFUKULYKOJR-UHFFFAOYSA-N,CC(C)Oc1ccc(Nc2ccccc2)cc1,0
DQXWSAXEIGMNAX-POHAHGRESA-N,O=[N+]([O-])c1ccc(/C=N/n2cccn2)o1,1
IBJQWUOEZZLWJA-RRHAMDBCSA-N,O=C1CC[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)[C@H](O)CC3=O,1
WYFKHRKLNSAEBW-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)NO,1
CYLWJCABXYDINA-JTQLQIEISA-N,CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
LZFRXTYVXJWZHG-QZTJIDSGSA-N,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,1
KRGWQBOHIMIWNB-UHFFFAOYSA-N,CC(C)C(=O)N(O)c1ccc(Cl)cc1,1
LRHPCRBOMKRVOA-UHFFFAOYSA-N,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0
ZEAWSFHWVLOENK-UHFFFAOYSA-N,Nc1ccc2c(ccc3ccccc32)c1,1
ADAHGVUHKDNLEB-KZZCMQFTSA-N,C1C[C@H](O[C@H]2CC[C@@H]3O[C@@H]32)[C@H]2O[C@@H]12,0
WOYZXEVUWXQVNV-UHFFFAOYSA-N,Nc1ccc(Oc2ccccc2)cc1,1
ASPDJZINBYYZRU-UHFFFAOYSA-N,Nc1ccc(Cl)c(C(F)(F)F)c1,0
PJQGCAMZLLGJBY-UHFFFAOYSA-N,Cc1ccc(NC(=O)CBr)cc1,0
APOAEUBPCAZTDV-HYXAFXHYSA-N,CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,1
UGPOMEGHGLOTDU-UHFFFAOYSA-N,COc1ccc(CNC(=O)C(C)Br)cc1OC,1
BKUPCMSCZRGJAI-UHFFFAOYSA-N,Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1
CIFCKCQAKQRJFC-UWTATZPHSA-N,[N-]=[N+]=NC[C@@H](N)C(=O)O,1
PUOICJBSGWOTFX-UHFFFAOYSA-N,CC(=O)NC(CSCCCl)C(=O)O,1
KWGZRLZJBLEVFZ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,1
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,CCc1ccco1,0
OCXCOAHYQNOLST-LUAWRHEFSA-N,ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,1
UBCKDZOHNXGSOZ-UHFFFAOYSA-N,O=C(c1ccccc1)C1OC1c1ccc(Br)cc1,0
VBMZHOCORXMDJU-UHFFFAOYSA-N,O=C1CCOP(=O)(N(CCCl)CCCl)N1,1
IWFZLIOEAYLIQY-UHFFFAOYSA-N,C1CCC2OCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0
WCZNKVPCIFMXEQ-UHFFFAOYSA-N,Cc1c(C)c(N)c(C)c(C)c1N,0
ZFLOTUDZIFQKAO-UHFFFAOYSA-N,Cc1ccccc1NS(=O)(=O)c1cccc2cccnc12,0
QFWRHTYGECMMSX-UHFFFAOYSA-N,OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1
UOWTVKOENAIYMG-UHFFFAOYSA-N,CC(=O)Nc1cccc2cc(F)cnc12,1
IXGDBTKLQUHIAX-SNAWJCMRSA-N,Nc1ccc(/C=C/c2cccc(N)c2)cc1,1
GLLASCKJCAXNHF-GQCTYLIASA-N,CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
JMZJBCNHUJOLER-AYQCGTONSA-N,C[C@]12CC[C@H](OC(=O)Cc3ccc(N(CCCl)CCCl)cc3)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12,1
LTVSLKWNAZKBEX-UHFFFAOYSA-N,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,1
