InChIKey,SMILES,Respiratory_target
VLEFLMFXKHSAPP-UHFFFAOYSA-N,Cc1nc2cccnc2c(=O)n1-c1ccc(Cl)cc1Cl,1
NCUCGYYHUFIYNU-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],1
DWHFWWIHSPHMMJ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O[Si]23OCCN(CCO2)CCO3)c1,0
AGGOHDPKTBLZPA-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(C)cc2)cc1,0
QVWSPHUHEBKDGB-UHFFFAOYSA-N,CCOc1ccc(-n2c(-c3ccc(OC)cc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)cc1,0
AQYMTXFJRXPNCV-UHFFFAOYSA-N,CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,1
WEBRPBGVDGCQFO-UHFFFAOYSA-N,COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,1
FCMYGUDSBVUMFK-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2)cc1,0
AWIGUZKVXQXREY-UHFFFAOYSA-N,CCc1ccc(C(=O)Cn2c(Br)nc3c2c(=O)n(C)c(=O)n3C)cc1,0
SQSYEEJQSVKUJX-UHFFFAOYSA-N,COc1ccc(C(=O)Cn2c(N3CCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,0
MVZXMWYBZYFGGX-UHFFFAOYSA-N,Cc1ccc(C(=O)Cn2c(N3CCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,0
OKTQRNQIMWQEIE-UHFFFAOYSA-N,CCCCn1c(-c2ccc(CC)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,0
UOIXOULRLFEMRX-UHFFFAOYSA-N,COc1ccc(-n2c(-c3ccc(C)cc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)cc1,0
QGNLFUPTMSIMCI-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,0
FXTLRGMRNKZUDG-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCCO)cc1,1
KDICPVVWHKVHMD-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C)cc1,1
AEARQJCHWZHBBF-UHFFFAOYSA-N,CCCCn1c(-c2ccc(OC)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1
DBFBJAOYCKXCKL-UHFFFAOYSA-N,CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2)cc1,0
LPQAFDPPUSGTOU-UHFFFAOYSA-N,CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,0
LJHJNYLZPMBAJJ-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCO)cc1,1
LORAXKJAKZQOEB-UHFFFAOYSA-N,CCCCn1c(-c2ccc(C)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1
VVBNSRFXJMAVFH-UHFFFAOYSA-N,Cn1c2cn[nH]c2c(=O)n1-c1ccccc1,1
BLLXTBNWDOCPMP-UHFFFAOYSA-N,CN(CCBr)Cc1cccc2ccccc12,1
AKXXWMXQMAFEIQ-UHFFFAOYSA-N,CN(CCCl)Cc1cccc2ccccc12,1
HGUXZHVJYFLHBK-UHFFFAOYSA-N,CCN(CCI)Cc1cccc2ccccc12,1
SYCKBBYMITZMEY-UHFFFAOYSA-N,CN(CCI)Cc1cccc2ccccc12,1
XIROWYXRKYJPMU-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C=C(c1ccccc1)c1ccccc1,0
QOKOFSWPBFMPCP-UHFFFAOYSA-N,CCCCN(CCCC)CCOc1ccnc(N)n1,1
WGNULDMOVQJCAF-UHFFFAOYSA-N,CCN(CC)CCOc1ccnc(N)n1,1
PCQHIQNBBCVCED-UHFFFAOYSA-N,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,0
DJPLUEGVLBIDTL-UHFFFAOYSA-N,CN(C)CCOc1ccnc(N)n1,1
YVFCLTQSCDHABA-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1cccc2ccccc12,1
BECBKJSFVHDWON-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ncnc3ccccc23)cc1,1
WWQDEXGFYVSTCX-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,1
WXSKYCBOEIMMSZ-UHFFFAOYSA-N,CCN(CC)CCN(Cc1ccc(Br)cc1)c1ncnc2ccccc12,1
XBBLULRFZKRHJJ-UHFFFAOYSA-N,CN(C)CCN(Cc1ccc(Br)cc1)c1ncnc2ccccc12,1
KNMGPZACGXLJNY-UHFFFAOYSA-N,CN(C)CCN(Cc1ccc(Cl)cc1)c1ncnc2ccccc12,1
DYLSYXQQYNVBGP-UHFFFAOYSA-N,Cc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0
LRGZCUXOVPKWBX-UHFFFAOYSA-N,CCSc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0
ZJENAUVDXNVXPT-UHFFFAOYSA-N,O=c1c2cc(-c3ccccc3)sc2nc2sc(-c3ccccc3)nn12,0
ZQBIDYGGTYFKTA-UHFFFAOYSA-N,CCOc1ccccc1-c1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0
KDCRROITEJFWGG-UHFFFAOYSA-N,CCc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0
DORIULUFMTVNRN-UHFFFAOYSA-N,COc1ccccc1NCc1nnc(-n2c(CNc3ccccc3OC)nc3ccccc3c2=O)s1,0
CWDSWKNYBILLOO-UHFFFAOYSA-N,COc1cc(C(=O)NN2CCCCCC2)cc(OC)c1OC,1
WDSFIEHSIYCKJY-UHFFFAOYSA-N,O=C1CN2CCO[Si](c3cccc(F)c3)(OCC2)O1,0
PTLPCSHTIPJFNT-UHFFFAOYSA-N,Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1,0
MPWGRKDSNIJXKF-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C(C(=O)ON2C(=O)CCC2=O)CSC1c1ccccc1,1
MPRRUVJPEMVHGI-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C(C(N)=O)CSC1c1ccccc1,0
IBGNUKUQXVCZDX-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C(CO)CSC1c1ccccc1,1
UWCWPJZIKQCZIM-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)C1CCCCC1,0
RHUTWJWSJDQFJV-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccccc2)nc2ccccc2c1NC,1
AIYRPJAODKMYNK-UHFFFAOYSA-N,CNc1c(C(=O)NCCN(C)C)c(-c2ccccc2)nc2ccccc12,1
YTYVTKCQMKVSKP-UHFFFAOYSA-N,CNc1c(C(=O)N(C)C)c(-c2ccccc2)nc2ccccc12,1
LZDYZEGISBDSDP-UHFFFAOYSA-N,CC[N+]1(CCO)CC1,1
QOCNEUDCWUXMDO-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)c2ccc(S(N)(=O)=O)s2)s1,0
ZKQMKFUGFPVGKQ-UHFFFAOYSA-N,Cc1cc(N(CCN(C)C)Cc2ccc(Br)cc2)ncn1,1
HMHUEEIZRJFBMS-UHFFFAOYSA-N,Cc1ccnc(N(CCN(C)C)Cc2ccc(Br)cc2)n1,1
YSQHRUDCGQECDO-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2nccc(C)n2)cc1,1
KRYJVWZACSKCCX-UHFFFAOYSA-N,CC1=NNc2nc3ccccc3c(C)c2C(c2ccccc2)=C1,1
MMTPTWSDDDQENN-UHFFFAOYSA-N,O=C(CCN1CCCCC1)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)CC1,1
HCNBSTKPPBYTEU-UHFFFAOYSA-N,O=C(CCN1CCCCC1)N1C=CN(C(O)(Cc2ccccc2)N2CCCCC2)CC1,1
KWNAOVXAOOUNSF-UHFFFAOYSA-N,CCN(CC)CCN(Cc1ccccc1)c1cc(C)ncn1,1
CYXITJLQPXDADH-UHFFFAOYSA-N,CCN(CC)CCN(Cc1ccccc1)c1nccc(C)n1,1
SLIYYFPXKZQDOB-UHFFFAOYSA-N,CCN(CC)CCN(Cc1ccc(Br)cc1)c1cc(C)ncn1,1
RPCNQXWYZGPURH-UHFFFAOYSA-N,CCN(CC)CCN(Cc1ccc(Br)cc1)c1nccc(C)n1,1
OXUFCACUBJBFEZ-UHFFFAOYSA-N,Cc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
YZDAYRRCXUPPQK-UHFFFAOYSA-N,CCc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
RLRWRRFCXDUANC-UHFFFAOYSA-N,CSc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
CSQVMIWQCOYLRF-UHFFFAOYSA-N,CCSc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
UOHQFRHRRKHEAD-UHFFFAOYSA-N,O=c1c2sc3ccccc3c2nc2sc(-c3ccccc3)nn12,0
SWUJPXJEPXCGSZ-UHFFFAOYSA-N,CCOc1ccccc1-c1nn2c(=O)c3sc4ccccc4c3nc2s1,0
KEHPKMSBRCDRJX-UHFFFAOYSA-N,CSc1nn2c(=O)c3c(nc2s1)sc1ccccc13,0
UZISPEOQZIVWNI-UHFFFAOYSA-N,O=c1c2c(nc3sc(-c4ccccc4)nn13)sc1ccccc12,0
KHSUXGOZCUNFJC-UHFFFAOYSA-N,c1ccc2c(N3CCOCC3)c3ccccc3nc2c1,1
AKDPCGCMRFVITH-UHFFFAOYSA-N,Clc1cc(Cl)c2nc3c(c(N4CCOCC4)c2c1)CCCCC3,0
ONYAHIBWAGPFSO-UHFFFAOYSA-N,Cn1c(SCCO)nc2c1c(=O)[nH]c(=O)n2C,1
DRGLGHROIXXODS-UHFFFAOYSA-N,CCOC(=O)c1ccc(NCP(=O)(OCC)OCC)cc1,1
XCZPKXSAYJHEMB-UHFFFAOYSA-N,CCCOP(=O)(CNc1ccc(C(=O)OCC)cc1)OCCC,0
QHMWCHQXCUNUAK-UHFFFAOYSA-N,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,0
BOOGSGUHOOWQBH-UHFFFAOYSA-N,CN(CCNCc1cc(C(C)(C)C)cc(Br)c1O)CCNC(=O)c1nc(Cl)c(N)nc1N,1
KNPPRQOIIIFEHH-UHFFFAOYSA-N,CCN1CCC(=O)Nc2ccccc21,1
SANQWJYRNLJHJX-UHFFFAOYSA-N,CC1CN(C)c2ccccc2N(C)C1=O,1
PGSNYMCFRAWSSR-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3sc(-c4ccccc4)cc3c(=O)n2c1C,0
XYFHGDKUADOTQF-UHFFFAOYSA-N,O=c1c2cc(-c3ccccc3)sc2nc2scc(-c3ccc(Br)cc3)n12,0
CELJJXKDPYDABZ-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3sc4ccccc4c3c(=O)n2c1C,0
VIDLVLXEIARFMI-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3sc4c(c3c(=O)n2c1C)CCCC4,0
JTVAQQMXXVWXOV-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3cc(-c4ccccc4)sc3c(=O)n2c1C,0
ZVVXFBCMYPLSSK-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3cc(-c4ccc(Cl)cc4)sc3c(=O)n2c1C,0
KMWJFQFMOXNRLU-UHFFFAOYSA-N,CCOC(=O)c1sc2nc3c(sc4ccccc43)c(=O)n2c1C,0
XJZWTKQAXXGUCF-UHFFFAOYSA-N,CN(C)CCCn1ncc2c(c1=O)Nc1ccccc1S2(=O)=O,0
SOZNVTIUHYQGON-UHFFFAOYSA-N,Cc1cc(-n2c(C)nc3cc(Cl)ccc3c2=O)on1,1
ZWXZLASMPATDCC-UHFFFAOYSA-N,Cc1nnc(N2C(=O)C(C)C(c3ccccc3)C2=O)s1,0
QRRPBXKEUAHZHJ-UHFFFAOYSA-N,CCc1nnc(N2C(=O)CC(c3ccccc3)C2=O)s1,0
RKYBHVSUGDDORZ-UHFFFAOYSA-N,CCCc1nnc(N2C(=O)CC(c3ccc(Cl)cc3)C2=O)s1,1
QORLRBNVAYNJSS-UHFFFAOYSA-N,CCCc1nnc(N2C(=O)CC(c3ccccc3)(c3ccccc3)C2=O)s1,0
AAQHKLOKUPVTJI-UHFFFAOYSA-N,O=C1CC(c2ccccc2)C(=O)N1C1CCCCC1,0
MCUKORKSQMMROT-UHFFFAOYSA-N,O=C1CC(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,0
INBBSMREHJIPBM-UHFFFAOYSA-N,O=C1CC(c2ccccc2Cl)C(=O)N1C1CCCCC1,0
OBBCRROUKFAFCR-UHFFFAOYSA-N,Cc1ncc2c(=O)n(CCCN3CCN(c4cccc(Cl)c4)CC3)c(=S)n(-c3ccccc3)c2n1,0
GUZZSOKLLWQGEL-UHFFFAOYSA-N,Cc1ncc2c(=O)n(CCCN3CCN(c4ncccn4)CC3)c(=S)n(-c3ccccc3)c2n1,0
CWFUDZIFTIHTPE-UHFFFAOYSA-N,Cc1ncc2c(=O)n(CCCN3CCN(c4nccs4)CC3)c(=S)n(-c3ccccc3)c2n1,0
AXCVDDMKLXLCRV-UHFFFAOYSA-N,Cc1ncc2c(=O)nc(SCCCN3CCN(c4ccccc4)CC3)n(-c3ccccc3)c2n1,0
KOWSFINNXNJZGX-UHFFFAOYSA-N,Cc1ncc2c(=O)nc(SCCCN3CCN(c4cccc(Cl)c4)CC3)n(-c3ccccc3)c2n1,0
ZBEAMZVHGCJXAK-UHFFFAOYSA-N,Cc1ncc2c(=O)nc(SCCCN3CCN(c4nccs4)CC3)n(-c3ccccc3)c2n1,0
QZRRXTLVABJLGL-UHFFFAOYSA-N,CC(=O)N(C(C)=O)c1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1
KXSOVXOKIJTMIP-UHFFFAOYSA-N,CCC(=O)Nc1ccc(C2=NN(C(=O)CC)C(C)Cc3cc4c(cc32)OCO4)cc1,1
MDXZLKBLGBTWIR-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(NC=O)cc2)c2cc3c(cc2CC1C)OCO3,1
JLAHAVHKKNXOJO-UHFFFAOYSA-N,CCC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1
QCXGBQVOPCRLKK-UHFFFAOYSA-N,COCC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1
AKIXUHGYYKCAAZ-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(NC(=O)C(F)(F)F)cc2)c2cc3c(cc2CC1C)OCO3,1
MLMOSKRXUXVKAM-UHFFFAOYSA-N,CC1=NN=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2C1)OCO3,1
KXYYPZFSVRXWHU-UHFFFAOYSA-N,CNC(=O)N1N=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2CC1C)OCO3,1
RNJAHAXIBIIAHU-UHFFFAOYSA-N,CC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1
MEOJIIAGPAAPPQ-UHFFFAOYSA-N,Cc1cc(-n2cnc3cc(Cl)ccc3c2=O)on1,1
NJTVXZZJDSMNBU-UHFFFAOYSA-N,CCc1nc2cc(Cl)ccc2c(=O)n1-c1cc(C)no1,1
SDVVRTTUCCDFPY-UHFFFAOYSA-N,Cc1cc(-n2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)on1,1
PXNBZIOAOHXQIM-UHFFFAOYSA-N,Cc1cc(-n2cnc3ccc(Cl)cc3c2=O)on1,1
OXUDGTKLBHCIGJ-UHFFFAOYSA-N,Cc1cc(-n2c(C)nc3ccc(Cl)cc3c2=O)on1,1
KRLKLFBKSMWWEG-UHFFFAOYSA-N,CCc1nc2ccc(Cl)cc2c(=O)n1-c1cc(C)no1,1
BSRWXZSURLIMPX-UHFFFAOYSA-N,Cc1cc(-n2c(-c3ccccc3)nc3ccc(Cl)cc3c2=O)on1,1
RVDRBCRQZZVMED-UHFFFAOYSA-N,Cc1ccc2ncn(-c3cc(C)no3)c(=O)c2c1,1
DBJKQJYMHQIADO-UHFFFAOYSA-N,Cc1ccc2nc(C)n(-c3cc(C)no3)c(=O)c2c1,1
BXEBEQFVHXXESU-UHFFFAOYSA-N,CCc1nc2ccc(C)cc2c(=O)n1-c1cc(C)no1,1
XPUYAYSLKIYNRN-UHFFFAOYSA-N,Cc1ccc2nc(-c3ccccc3)n(-c3cc(C)no3)c(=O)c2c1,1
BJEDFOOIYKSMAL-UHFFFAOYSA-N,Cc1ccc2c(=O)n(-c3cc(C)no3)c(C)nc2c1,1
OXGKZBKNBSOLNV-UHFFFAOYSA-N,CCc1nc2cc(C)ccc2c(=O)n1-c1cc(C)no1,1
KRBCEEPIMJHBQD-UHFFFAOYSA-N,Cc1ccc2c(=O)n(-c3cc(C)no3)c(-c3ccccc3)nc2c1,1
UORGKWWJEQDTGX-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,1
PJDRMPCBIWKBJA-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC,1
GPXKMNIDKFNKIO-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccccc3F)CC2)cc1OC,1
LIUJZMKSXPPCOK-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3cccc(C)c3)CC2)cc1OC,1
GCGODUUFDGHBLN-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccccc3OC)CC2)cc1OC,1
BYMBDGPPXTZZOX-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccc(C)cc3C)CC2)cc1OC,1
SCFJEEHEJDXZPX-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccc(Cl)cc3Cl)CC2)cc1OC,1
YQCXMDOKROYEFC-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3cc(Cl)ccc3Cl)CC2)cc1OC,1
AFOWQUDKVGJYGP-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccccc3[N+](=O)[O-])CC2)cc1OC,1
NSQCHSZFXOYJID-UHFFFAOYSA-N,CCOc1ccccc1N1CCN(CCc2ccc(OC)c(OC)c2)CC1,1
JTSYZEMBBZSXBR-UHFFFAOYSA-N,COc1ccc(CCN2CCN(c3ccccc3NC(C)=O)CC2)cc1OC,1
WCVPFJVXEXJFLB-UHFFFAOYSA-N,NCCCC(N)=O,0
IXMAJNIDZSUZTI-UHFFFAOYSA-N,c1ccc(-c2nc3ccccn3c2CN2CCOCC2)cc1,1
TVHRIUZAQLKZLC-UHFFFAOYSA-N,CSc1ccc(-c2nc3ccccn3c2CN2CCN(CCO)CC2)cc1,1
SFCAJVLMRPMFBW-UHFFFAOYSA-N,CC(C)NNC(=O)CCCO,0
ODCWAALEHCNIBY-UHFFFAOYSA-N,CCN(CCO)CCCl,1
IGIRIITWQIFRAW-UHFFFAOYSA-N,C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,1
QIVHQZNEFYWQJH-UHFFFAOYSA-N,Cc1cc(C)n(-c2nc3ccccc3s2)n1,0
GHQGBVSKUDECJR-UHFFFAOYSA-N,CCOc1ccc(NC(=O)c2c(C)nsc2NC(=O)c2ccccc2)cc1,1
OMRAPVPZNVLTSF-UHFFFAOYSA-N,NC(=O)OCC1(COC(N)=O)CCCC1,0
XRSWPYZJJLNMNK-UHFFFAOYSA-N,Nc1nnc(-c2ccccn2)s1,1
SMPOXMYVWIXCMT-UHFFFAOYSA-N,COc1c(O)ccc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,1
HFLMYYLFSNEOOT-UHFFFAOYSA-N,COC(=O)CC(=O)CCl,1
YPTFHLJNWSJXKG-UHFFFAOYSA-N,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0
NYYKWXVQCFNVMM-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccco1,0
GBBSUAFBMRNDJC-UHFFFAOYSA-N,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0
FFAADXOKPZHULO-UHFFFAOYSA-N,CC(C)C(O)=S,0
OBYJTLDIQBWBHM-UHFFFAOYSA-N,Nc1cccc(Cl)n1,1
OBNUTEJYDRDZQQ-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)C(C)O)cc1,0
FOIIJWYEDSCAHL-UHFFFAOYSA-N,O=C(CI)OCCO,1
XLPXBJYNYXPQAO-UHFFFAOYSA-N,O=c1[nH]oc2ccc(Br)cc12,1
CEACCJICDCYLEK-UHFFFAOYSA-N,CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccccc3)oc12,1
LZNXOMGYKNRPPV-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN1CCOCC1,1
FVNJVRHWAQUWMJ-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN1CCCCC1,1
ASFQATAUKWCPMA-UHFFFAOYSA-N,O=C1CC(c2ccc(OCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
DTZNBROGJUJPGX-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
JFRADCVGQVHAHW-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
AWTCEAFSXKGJBX-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
CUOGGHGQUZPYMN-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
CWUSQJVETOQIJN-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
RSDLTRYZMRTUDB-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
JTDHKPVMQWGSFA-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
KXXXNMOQLJTRBI-UHFFFAOYSA-N,O=C1CC(c2ccc(OCCCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
RBGBPGNEPQFOSM-UHFFFAOYSA-N,O=C(OCCN1CC=CSCC1)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,0
IXLXRIJNQHEHFX-UHFFFAOYSA-N,CCO[Si](OCC)(OCC)C(C)N1CCCC1=O,0
VPHPQNGOVQYUMG-UHFFFAOYSA-N,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,0
VAOLJLPRXNBMDI-UHFFFAOYSA-N,CSc1nccc(=O)n1-c1ccccc1C(F)(F)F,1
WGEMYMCGGYWLQB-UHFFFAOYSA-N,Cc1sc(S(N)(=O)=O)cc1S(N)(=O)=O,0
AMSVINIKSJSDEH-UHFFFAOYSA-N,CN1CCN=C(c2ccccc2O)C=C1C(=O)O,1
GDHMBNWVLWMONW-UHFFFAOYSA-N,O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,1
CKEIQUPFORBNCK-UHFFFAOYSA-N,N#CCCCNCCCC#N,1
KWWDBLNKFRFBAP-UHFFFAOYSA-N,CC1CCCC(C)N1CCCOC(=O)c1ccccc1,1
JSHGPSPCRYXWPN-UHFFFAOYSA-N,C=CCc1ccc(OC(C)(C)C(=O)NCCN(C)C)c(OC)c1,1
QHUUWSJWYYHBSE-UHFFFAOYSA-N,CCOc1ccc2c(c1)nnn2CCO,1
RZOSCHRJNRQVNG-UHFFFAOYSA-N,COc1cc2nnn(CCO)c2cc1[N+](=O)[O-],1
WTOVRSWDBLIFHU-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,1
ULVZMPMKJMHCGH-UHFFFAOYSA-N,C=CCc1ccc(OC(C)(C)C(=O)NCCN(CC)CC)c(OC)c1,1
IVDZJIMVSWUCIM-UHFFFAOYSA-N,C=CCc1ccc(OC(C)(C)C(=O)NCCCN(CC)CC)c(OC)c1,1
ASKMDBGIFPVKJJ-UHFFFAOYSA-N,C=CCc1ccc(OC(C)(C)C(=O)NCCCN(C)C)c(OC)c1,1
YYLKMMPLIIOMLQ-UHFFFAOYSA-N,O=C1CC(O)CC2C3CCCN4CCCC(CN12)C34,0
BJRGPHUGHNOFHY-UHFFFAOYSA-N,Cn1ncc2c(=O)n3ccsc3nc21,1
SUIKOQQKAJOJIZ-UHFFFAOYSA-N,O=c1c2cn[nH]c2nc2sccn12,1
XNIFRFGBXNTKSI-UHFFFAOYSA-N,Cc1csc2nc3[nH]ncc3c(=O)n12,1
CKSHJSWOXJXFPI-UHFFFAOYSA-N,O=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,1
SZUOUFXDFQIXDE-UHFFFAOYSA-N,O=c1c2cn[nH]c2nc2scc(-c3ccc(Cl)cc3)n12,1
XHIMTGRYHIHMSD-UHFFFAOYSA-N,O=c1c2cn[nH]c2nc2scc(-c3ccc(Br)cc3)n12,1
LRXVPFNDGKGVKW-UHFFFAOYSA-N,O=c1c2cn[nH]c2nc2scc(-c3ccc(F)cc3)n12,1
KDJJGKBRJJVJKD-UHFFFAOYSA-N,Cc1csc2nc3c(cnn3C)c(=O)n12,1
AKVOIQHFRCVCAF-UHFFFAOYSA-N,Cn1ncc2c(=O)n3c(-c4ccccc4)csc3nc21,1
LWOSTLQAJVYLEK-UHFFFAOYSA-N,Cc1csc2nc3[nH]ncc3c(=S)n12,1
GZKLZXUNCZXJCM-UHFFFAOYSA-N,S=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,1
JJRAETHZTYXMNJ-UHFFFAOYSA-N,S=c1c2cn[nH]c2nc2scc(-c3ccc(Cl)cc3)n12,1
GCAYKNDJRBTKON-UHFFFAOYSA-N,S=c1c2cn[nH]c2nc2scc(-c3ccc(Br)cc3)n12,1
KOTHELHSWVHJIB-UHFFFAOYSA-N,Fc1ccc(-c2csc3nc4[nH]ncc4c(=S)n23)cc1,1
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,0
MXXWOMGUGJBKIW-YPCIICBESA-N,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1
ZRJBHWIHUMBLCN-YQEJDHNASA-N,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,1
