InChIKey,SMILES,Carcinogenicity_target
JMEVHYCNAPFOAB-UHFFFAOYSA-L,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,0
OZVBMTJYIDMWIL-AYFBDAFISA-N,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,1
AWYFNIZYMPNGAI-UHFFFAOYSA-L,S=C([S-])NCCNC(=S)[S-],1
SGDBTWWWUNNDEQ-LBPRGKRZSA-N,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
OTVAEFIXJLOWRX-NXEZZACHSA-N,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0
VTWQUFUBSCXPOW-UHFFFAOYSA-N,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,1
WTTJVINHCBCLGX-NQLNTKRDSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,0
PNENOUKIPPERMY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0
OZQDLJNDRVBCST-SHUUEZRQSA-N,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0
NRNCYVBFPDDJNE-UHFFFAOYSA-N,NC1=NC(=O)C(c2ccccc2)O1,0
OWZREIFADZCYQD-NSHGMRRFSA-N,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,1
LLEMOWNGBBNAJR-UHFFFAOYSA-M,[O-]c1ccccc1-c1ccccc1,1
SRRJCDUOSQWHGS-UHFFFAOYSA-M,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,1
XUJNEKJLAYXESH-REOHCLBHSA-N,N[C@@H](CS)C(=O)O,0
VTOUNUQLXMNNMQ-UHFFFAOYSA-N,NNc1nc(-c2ccccc2)cs1,0
VVJKKKDJADMKNM-UHFFFAOYSA-L,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,0
ZRKZFNZPJKEWPC-UHFFFAOYSA-N,CCCCCCCCCC[N+](C)(C)[O-],0
ATMNQRRJNBCQJO-UHFFFAOYSA-N,CCCCCCOc1cc(C)c(O)c(C)c1C,0
IAOZJIPTCAWIRG-QWRGUYRKSA-N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0
FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1
JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1,1
WECDUOXQLAIPQW-UHFFFAOYSA-N,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,1
MBMQEIFVQACCCH-QBODLPLBSA-N,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,0
WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1,1
MZHCENGPTKEIGP-RXMQYKEDSA-N,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,0
ZOJPXCPZDSRIKP-UHFFFAOYSA-N,NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1
OGRXKBUCZFFSTL-UHFFFAOYSA-N,CN(CCCC(O)c1cccnc1)N=O,1
UTGQNNCQYDRXCH-UHFFFAOYSA-N,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0
WHUUTDBJXJRKMK-GSVOUGTGSA-N,N[C@H](CCC(=O)O)C(=O)O,0
NCXMLFZGDNKEPB-FFPOYIOWSA-N,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,0
UWPBQLKEHGGKKD-GZTJUZNOSA-N,O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1,0
XJSFLOJWULLJQS-HTYUZQQASA-N,COC1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0
QFVYAQIVJUCNSJ-UHFFFAOYSA-M,Cc1cc(C)cc(S(=O)(=O)[O-])c1,0
QGSDAATWYASQKL-UHFFFAOYSA-N,COC(=O)C(c1ccccc1)C1CCCCN1N=O,0
BELPJCDYWUCHKF-UHFFFAOYSA-N,CC(=O)OCN=[N+](C)[O-],1
IYHIFXGFKVJNBB-UHFFFAOYSA-M,Cc1cc(/N=N/c2c(O)ccc3ccccc23)c(S(=O)(=O)[O-])cc1Cl,1
IVLCGFRPPGNALI-UHFFFAOYSA-N,Cc1cc2c(nc1N)[nH]c1ccccc12,1
DPYMAXOKJUBANR-WDSKDSINSA-N,C[C@H]1CN(N=O)C[C@H](C)O1,1
SCVJRXQHFJXZFZ-KVQBGUIXSA-N,Nc1nc(=S)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1,1
VHVOLFRBFDOUSH-NSCUHMNNSA-N,C/C=C/c1ccc2c(c1)OCO2,1
TVPUTMQDDIFOKD-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)OCC(N)CN=O)cc1,1
WDAHFRFQQRIZTK-UHFFFAOYSA-N,CN(C)CCN(C)N=O,1
CUWVNOSSZYUJAE-UHFFFAOYSA-N,CC(C)=NNc1ncc(-c2ccc([N+](=O)[O-])o2)s1,1
TXUCQVJZBXYDKH-UHFFFAOYSA-N,C=CC(OC(C)=O)c1ccc2c(c1)OCO2,1
SVLDILRDQOVJED-UHFFFAOYSA-N,CC(=O)Nc1ccc(-c2ccccc2)cc1,1
POECHIXSIXBYKI-UHFFFAOYSA-N,CC(=O)Nc1cccc2c1Cc1ccccc1-2,0
KMNIXISXZFPRDC-ARJAWSKDSA-N,C=C/C=N/O,0
WYIWLDSPNDMZIT-BTKFHORUSA-N,COc1cc2c(c3oc(=O)c4c(c13)CC[C@H]4O)[C@@H]1C=CO[C@H]1O2,1
QGLZXHRNAYXIBU-UITAMQMPSA-N,CNC(=O)O/N=C/C(C)(C)SC,0
CJTZDYDOPZRFTF-UHFFFAOYSA-M,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,0
WBBDVRPSJSJSPC-UHFFFAOYSA-N,C=CCN(N=O)C(N)=O,1
MOMKQYRYLQUFMV-UHFFFAOYSA-N,NC(N)=Nc1nc(CSCCNc2nsnc2N)cs1,1
SXZZHGJWUBJKHH-UHFFFAOYSA-N,Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,1
ZAVLMIGIVYJYMU-UHFFFAOYSA-N,Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
GUOSQNAUYHMCRU-UHFFFAOYSA-N,NCCCCCCCCCCC(=O)O,1
ALFHIHDQSYXSGP-UHFFFAOYSA-N,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,1
CIWBSHSKHKDKBQ-UHFFFAOYSA-M,O=C1OC(C(O)CO)C([O-])=C1O,0
NOLAXNLVEYHWHM-UHFFFAOYSA-N,CCCN=[N+]([O-])CCC,1
GWSLPKWCBFSXCD-UHFFFAOYSA-N,CC(C)N=[N+]([O-])C(C)C,1
OZSPQIXKOVJJGE-UHFFFAOYSA-N,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,1
QPDGFLZXRKDMRL-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,1
RXERRVKLABZRCU-UHFFFAOYSA-J,CC(=O)Nc1ccc(S(=O)(=O)[O-])c2c1C(=O)/C(=N/Nc1ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc13)C(S(=O)(=O)[O-])=C2,0
CAYKRNRJWGOQFB-UBRDZIHCSA-J,Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccc(-c3ccc(N/N=C4\C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])cc3)cc1)C(S(=O)(=O)[O-])=C2,1
PPTLBHXIEYOOGI-UTKMUYHOSA-J,COc1cc(-c2ccc(N/N=C3\C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(OC)c2)ccc1N/N=C1\C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],1
JSFUMBWFPQSADC-UHFFFAOYSA-N,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,1
CTRXDTYTAAKVSM-UHFFFAOYSA-L,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,0
MWJSMPQOVHQYTE-UHFFFAOYSA-N,CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-],1
FJNCPBNCTRDXFB-UHFFFAOYSA-N,CCCCN(N=O)/C(N)=N/[N+](=O)[O-],0
QAIPRVGONGVQAS-DUXPYHPUSA-N,O=C(O)/C=C/c1ccc(O)c(O)c1,1
WUTYZMFRCNBCHQ-PSASIEDQSA-N,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,0
BIWJNBZANLAXMG-POTNBKISSA-N,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H](C[C@@H](Cl)[C@@H]3Cl)C1(Cl)C2(Cl)Cl,0
DJKGDNKYTKCJKD-MVWZDZTGSA-N,O=C(O)[C@@H]1[C@H](C(=O)O)[C@@]2(Cl)C(Cl)=C(Cl)[C@]1(Cl)C2(Cl)Cl,1
HVQBXIKXSLRJKP-UHFFFAOYSA-N,CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(C)Cl,0
IFXSWTIWFGIXQO-AOOOYVTPSA-N,C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,1
MYBLAOJMRYYKMS-PVFLNQBWSA-N,O=NN(CCCl)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,1
GABQNAFEZZDSCM-RMKNXTFCSA-N,Nc1ccccc1C(=O)OC/C=C/c1ccccc1,1
WTEVQBCEXWBHNA-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/C=O,0
CBGDIJWINPWWJW-FSPLSTOPSA-N,CC1=C2C(=CO[C@@H](C)[C@@H]2C)C(=O)C(C(=O)O)=C1O,1
YEGVHSDONMXATH-LKVOMWJFSA-N,C=C/C1=C/[C@H](C)[C@](C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CC[C@@H](OC1=O)C23[O-],1
KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(-c2cccc(Cl)c2)c1,1
MLUCVPSAIODCQM-NSCUHMNNSA-N,C/C=C/C=O,1
RRRUXBQSQLKHEL-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,1
SKNCUWLBDFPISU-UHFFFAOYSA-N,CC(=O)N(C(C)=O)c1cccc2c1Cc1ccccc1-2,1
REJHVSOVQBJEBF-OWOJBTEDSA-L,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,0
UDEMDZGFESTJMK-UHFFFAOYSA-N,N#[N+]c1cc(CCN)ccc1[O-],1
GHQCIALFYKYZGS-UHFFFAOYSA-N,Nc1ccc2c(c1)oc1ccccc12,1
AZJUFRDUYTYIHV-NKFKGCMQSA-N,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0
VFKZTMPDYBFSTM-UNTFVMJOSA-N,O[C@@H]([C@H](O)[C@@H](O)CBr)[C@@H](O)CBr,1
VYTOCZMQXCNIPD-UHFFFAOYSA-N,Brc1cc(Br)c2cccnc2c1,0
OWGLVQAUSIPFBA-UHFFFAOYSA-N,CCCCNC(=O)N(CCCC)N=O,1
NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,0
LOVDWMTZZYUFMA-UHFFFAOYSA-N,ClC1C2(Cl)C3C4C5OC5C5C4C1(Cl)C(Cl)(C53)C2(Cl)Cl,0
KSSLUCNXTYSFDY-UHFFFAOYSA-N,CCN(CC)c1ccc(N=Nc2cc[n+]([O-])cc2)cc1,1
JIOUJVPLJOQUFD-UHFFFAOYSA-N,CCC(CC)C(=O)NC(N)=O,0
LJIRBXZDQGQUOO-KVTDHHQDSA-N,NC1=NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,0
UBXSITBCVLNRNX-UHFFFAOYSA-N,O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,1
OZGXSMOLBWHIQA-ZZXKWVIFSA-N,COc1ccc(OC)c(/C=C/c2ccc(N)cc2)c1,1
DGLJLGBVHRQILR-UHFFFAOYSA-N,COc1cc(OC)c2c3c(c(=O)oc2c1)CCC3,0
JXDKCTHGAOIBAD-UHFFFAOYSA-N,COc1cc(OC)c2c3c(c(=O)oc2c1)CCC3=O,0
HMUODERFGQSGSR-UHFFFAOYSA-N,COc1cc(OC)c2c3c(c(=O)oc2c1)C(=O)CC3,0
RSPJLZQIZABVSE-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1C=COC1O4,1
RYBISXUKVTYYNN-UHFFFAOYSA-N,Cc1cc(C)nc(-c2ccc([N+](=O)[O-])o2)n1,1
XBMIVRRWGCYBTQ-AVRDEDQJSA-N,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
RLGAJSNJUZVZTA-HWKANZROSA-N,CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1,1
SYELZBGXAIXKHU-UHFFFAOYSA-N,CCCCCCCCCCCC[N+](C)(C)[O-],0
QXSIYYQGSPCIHN-UHFFFAOYSA-N,CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
GMZOUDFUPHOZBW-UHFFFAOYSA-N,CN(N=O)C(=O)c1c(N(C)N=O)ncn1C,1
MDUDTPWNAUUTBJ-UHFFFAOYSA-N,CCCN(CCC)c1ccc(N=Nc2cc[n+]([O-])cc2)cc1,0
GRSZFWQUAKGDAV-KQYNXXCUSA-L,O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,0
MUSWYBCUWOLKQJ-FUHWJXTLSA-N,CCCCCCCCCCCCC(=O)COC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,0
KCXVZYZYPLLWCC-UHFFFAOYSA-K,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-],0
LLGKRFQLIFCATF-DUZGATOHSA-N,O=C1O[C@H]([C@H](O)C[O-])C(O)=C1O,0
LRSFXIJGHRPOQQ-VZRQQIPSSA-N,C[C@]12CC[C@@H]3c4ccc(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)Cc1ccc(N(CCCl)CCCl)cc1,0
SZOHWYCBDJPVGO-UHFFFAOYSA-N,CCN=[N+]([O-])CC,1
MIJJGTDCQRHTPM-UHFFFAOYSA-N,CC[N+]([O-])=NC,1
ULXKXLZEOGLCRJ-BYPYZUCNSA-N,CCSC[C@H](N)C(=O)O,0
ZGSCRDSBTNQPMS-UJURSFKZSA-N,CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,0
RXXXJEQCRPLSOQ-UHFFFAOYSA-N,CCN(N=O)C(=O)NCCO,1
FMKBEVQUKYPUEJ-UHFFFAOYSA-N,CCN(N=O)C(=O)NCC(C)=O,1
JORMZLCKCZMVJM-UHFFFAOYSA-N,CC(=O)Nc1ccc(-c2ccc(F)cc2)cc1,1
CVNSFWDAXAKBIM-UHFFFAOYSA-N,NC(=O)N(CCF)N=O,1
KXPLUKKFTHWPIA-UHFFFAOYSA-N,O=CNNc1nc(-c2ccco2)cs1,0
YVPLYHWVALRLFV-UHFFFAOYSA-N,Cc1csc(NNC=O)n1,1
UVBUBMSSQKOIBE-ZWKVXHQASA-N,CCCC[C@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)C[C@@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,1
XGCUCFKWVIWWNW-ASESAZNFSA-N,CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)C(O)[C@@]3(CO)[C@]1(C)[C@]21CO1,0
AYLURHVFAYRSHT-UHFFFAOYSA-N,Cc1cccn2c1nc1ccc(N)nc12,1
BUXVIXBGMQXWGT-UHFFFAOYSA-N,Nc1ccc2nc3ccccn3c2n1,1
FVGANPIKNNCIKX-UHFFFAOYSA-L,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1,1
JQPBCNVLZQUNCT-UHFFFAOYSA-N,CCCCCCN(N=O)C(N)=O,1
KNRMJISYMHRPTH-UHFFFAOYSA-N,NNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
USYQPRSFXFKSHI-UHFFFAOYSA-N,CC(=O)Nc1ccc(-c2ccccc2)cc1O,0
ILGJVPVZCNNBKI-UHFFFAOYSA-N,Nc1ccc(-c2ccccc2)cc1O,0
VDDRCCQKLVNYHQ-XFFZJAGNSA-N,O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1,1
WOEOEFXOZUBXMR-UHFFFAOYSA-N,CCNC(=O)N(CCO)N=O,1
QPLQHOGBXHYUEB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1
VVBJNJFYBCLUAH-UHFFFAOYSA-N,C=CC(O)c1ccc2c(c1)OCO2,1
ALCSGJCIESECFD-UHFFFAOYSA-N,NC(=O)CCCCn1ccc(NC(N)=NCC(F)(F)F)n1,1
NBZBKCUXIYYUSX-UHFFFAOYSA-M,O=C([O-])CNCC(=O)O,0
LZCQFJKUAIWHRW-UHFFFAOYSA-N,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,1
LTINPJMVDKPJJI-UHFFFAOYSA-N,CC(I)C1OCC(CO)O1,1
PRHCHMGCDBUACR-UHFFFAOYSA-N,CCN(CC)CCCNC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,0
IDIMIWQPUHURPV-WTWIWYCDSA-N,C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23,1
VQTUBCCKSQIDNK-UHFFFAOYSA-N,C=C(C)C,1
SSNMTYTXJCMMSO-UHFFFAOYSA-N,CC(C)CN(N=O)/C(N)=N/[N+](=O)[O-],0
QHOZSLCIKHUPSU-PNFBIMPKSA-N,C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,1
VTLNPNNUIJHJQB-UHFFFAOYSA-N,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,1
IKEHSFKMCULMKJ-UHFFFAOYSA-N,Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,1
GMSHJLUJOABYOM-OWOJBTEDSA-M,O=C/C=C/[O-],1
MQXVYODZCMMZEM-ZYUZMQFOSA-N,O[C@H](CNCCCl)[C@@H](O)[C@H](O)[C@H](O)CNCCCl,0
IVLCGFRPPGNALI-UHFFFAOYSA-O,Cc1cc2c(nc1[NH3+])[nH]c1ccccc12,1
DVCCCQNKIYNAKB-UHFFFAOYSA-N,Cc1cnc2ccc3c(nc(N)n3C)c2n1,1
LUQHAHRMUPOTQK-UHFFFAOYSA-N,CN(C)CCN(Cc1ccco1)c1ccccn1,0
JPBFRFFNPXMVOJ-UHFFFAOYSA-N,CCN=[N+](C)[O-],1
WWBBEXJQOOTEIL-GDVMHIJESA-N,CCCCCC(/C=C/C=C\CCCCCCCC(=O)OC)OO,0
BJUPUKIYTMVLCW-WMZJFQQLSA-N,CC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1
QEQYAQFYVFRGQD-YFKPBYRVSA-N,CN(N=O)C(=O)NCCC[C@H](N)C(=O)O,1
SSPVLHFEMWOTGD-ZCFIWIBFSA-N,C[C@@H]1CCCCN1N=O,1
SSPVLHFEMWOTGD-LURJTMIESA-N,C[C@H]1CCCCN1N=O,1
WHIVNJATOVLWBW-PLNGDYQASA-N,CC/C(C)=N/O,1
FZWGECJQACGGTI-UHFFFAOYSA-N,Cn1cnc2[nH]c(N)nc(=O)c21,0
CKLJMWTZIZZHCS-REOHCLBHSA-M,N[C@@H](CC(=O)O)C(=O)[O-],0
WHUUTDBJXJRKMK-VKHMYHEASA-M,N[C@@H](CCC(=O)O)C(=O)[O-],0
KDYFGRWQOYBRFD-UHFFFAOYSA-M,O=C([O-])CCC(=O)O,0
LNXOGILCIQPLRX-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1,1
YVQVOQKFMFRVGR-ODYDIQAQSA-N,O=C1O[C@@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,1
UOIPFPSGIAWJAQ-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],0
WKIPQMJEBCEACS-UHFFFAOYSA-N,N/C(=N\O)c1ccc([N+](=O)[O-])o1,0
KGVQFUIYBAPYSK-UHFFFAOYSA-N,CC(=O)Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,1
NOMAVCLLBXUQRD-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2cscn2)o1,1
GYRMPDLIHUXUIG-UHFFFAOYSA-N,CC(=O)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
OSFMMSIDSIQFIT-UHFFFAOYSA-N,CC(=O)Nc1nc(NC(C)=O)nc(-c2ccc([N+](=O)[O-])o2)n1,1
LDKGEUAGEISBIX-WAYWQWQTSA-N,CC/C=C(/CC)[N+](=O)[O-],1
SUGZATOHBPXTDV-UHFFFAOYSA-N,CCC(C)[N+](=O)[O-],1
RXPKOTQRDGEKFY-UHFFFAOYSA-N,CCC(CC)[N+](=O)[O-],1
VHNPZOQVSSWOJZ-UHFFFAOYSA-N,CC1CN(N=O)C(=O)NC1=O,0
FKZLAQOTFPPENP-UHFFFAOYSA-N,CC(O)CN(CC(O)CO)N=O,1
LUVOLNSYNLKFKR-UHFFFAOYSA-N,CC(=O)CN(CC(O)CO)N=O,1
FDCJUXDANKKYRM-UHFFFAOYSA-N,CC1CN(N=O)CC(C)N1C(=O)c1ccccc1,1
NIRHEGBBHNJANV-UHFFFAOYSA-N,O=NN1CCOC(O)C1,0
LSLCMDFPNJQMJN-UHFFFAOYSA-N,CC(O)CN(N=O)C(=O)NCCCl,1
YXVJNOXXPKIWIM-UHFFFAOYSA-N,CC(O)CN(CCO)N=O,1
XDZKGLWJXJTZJZ-UHFFFAOYSA-N,O=NN1CCC(O)C1,1
SRSYSQPJIQFKKN-UHFFFAOYSA-N,CC(C)CN(N=O)C(N)=O,1
QPUKANZXOGADOB-UHFFFAOYSA-N,CCCCCCCCCCCCN(C)N=O,1
GFIXPWIVPHYTAJ-UHFFFAOYSA-N,CN(N=O)c1ccc(F)cc1,1
FWIVLSMSIPKDRU-UHFFFAOYSA-N,CCCCCCCCCCN(C)N=O,1
MDACSTFMCAQQET-UHFFFAOYSA-N,O=NN1CCOC1=O,1
KIUHZRUPPGAVPY-UHFFFAOYSA-N,O=NN1CC=CCC1,1
MPIROZKBCRIFBH-UHFFFAOYSA-N,CC1CN(N=O)CC(C)N1C,1
DMCULBAURODNDN-UHFFFAOYSA-N,C=CCN(CC(O)CO)N=O,1
NLJASJZSFGKTQT-UHFFFAOYSA-N,C=CCN(CC(C)O)N=O,1
MATYBIXNDNXYMI-UHFFFAOYSA-N,C=CCN(CC(C)=O)N=O,1
ANASRAPCLNYZFM-UHFFFAOYSA-N,C=CCN(CCO)N=O,1
QKACYYADMAYIDQ-UHFFFAOYSA-N,CCCCCN(N=O)C(=O)OCC,1
WLIJZJZXWRTQIH-UHFFFAOYSA-N,CN(N=O)C(=O)Nc1nc2ccccc2s1,1
LFTUYYPQNCJQGN-UHFFFAOYSA-N,Cc1[nH]cnc1CSCCN=C(NC#N)N(C)N=O,0
HAGCCDDROWPBPR-UHFFFAOYSA-N,O=NN1CSCSC1,0
HQHACWYQWDKBOZ-UHFFFAOYSA-N,O=NN1CCCCCCCCCCCC1,1
ABVBOWJCKJGCJM-DMTCNVIQSA-N,O=NN1C[C@H](O)C[C@H]1C(=O)O,0
SJLBIPLIGYWGJV-UHFFFAOYSA-N,CN(CCCC(=O)O)N=O,1
GFOKXZBYAVRDMO-UHFFFAOYSA-N,CN(CCO)N=O,1
DNPICXVYNIZRFB-UHFFFAOYSA-N,CN(CCCO)N=O,1
SJPQUECDNWANFT-UHFFFAOYSA-N,CC(O)CN(C)N=O,1
CWULQTRBZMJZEG-UHFFFAOYSA-N,CC(=O)CN(C)N=O,1
SUJOMVHQTCCFTH-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)OCCN(C)N=O)cc1,1
TZBWQIWBMMBFBF-UHFFFAOYSA-N,CCCCCCCCCCCN(C)N=O,1
ZQELURDMDMQXQV-UHFFFAOYSA-N,O=NN1CCCC1c1ccc[n+]([O-])c1,1
WLKPHJWEIIAIFW-BYPYZUCNSA-N,O=NN1CCC[C@H]1C(=O)O,0
HAKZNKDZKQNRNW-UHFFFAOYSA-N,CC1SC(C)N(N=O)C(C)S1,1
OMDNEQQMLDYBTR-UHFFFAOYSA-N,O=NN1CCSCC1,1
RWQKHEORZBHNRI-BMIGLBTASA-N,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,1
RUYUCCQRWINUHE-UHFFFAOYSA-N,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
PXQPEWDEAKTCGB-UHFFFAOYSA-M,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,0
KZAUOCCYDRDERY-WEVVVXLNSA-N,CNC(=O)O/N=C(\SC)C(=O)N(C)C,0
PYGNVSDRIIPHQP-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2,1
