InChIKey,SMILES,Cardiotoxicity-30_target
ZUOJOEMYFVKOPG-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,1
UIZPEXQHMIZQPQ-IBGZPJMESA-N,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,1
NDSMOKBIZMIYDJ-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1
KDARXVILVONBOM-MRXNPFEDSA-N,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2Cl)CC1,1
FWSGJSPLQMXYQA-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
SOYKEARSMXGVTM-HNNXBMFYSA-O,C[NH+](C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,1
ZCBWMKPFAKIVBA-HGRQIUPRSA-P,NC(=O)OC[C@@H]1NC(=[NH2+])N2CCC(O)(O)[C@@]23NC(=[NH2+])N[C@@H]13,1
LJIDXOGVDUDHSV-UHFFFAOYSA-N,COc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
PAIPDKUVYIEUKM-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCC(CNC(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
AWYPHZMWGAOGIC-UHFFFAOYSA-N,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1
AMVUYMPRVIDZMG-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
BPIMWCPHYBQONW-SFHVURJKSA-N,CCOC(=O)N1CCC(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1,1
RKFUUDHVACYQEP-XMMPIXPASA-N,COC[C@H]1CCCN1CCn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
YGQQBKYVKLZEMA-UHFFFAOYSA-N,Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,1
OMQZKXISGKXPTB-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCCC3)cc2)n(-c2cc3ccccc3cc2C#N)n1,1
SWFSQSZMVIJILA-QGZVFWFLSA-N,Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,1
CXJPGJDQUHDVAV-UHFFFAOYSA-N,CN(CC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)S(=O)(=O)c1ccccc1,1
NVHUYUFYASVZKR-UHFFFAOYSA-N,O=S(=O)(NCC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)c1ccccc1,1
RGCVKNLCSQQDEP-UHFFFAOYSA-P,OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
UAAYMUFGVDVSAW-SFHVURJKSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
DHSWMQRDIKTONS-UHFFFAOYSA-N,C=C(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1
KDFQABSFVYLGPM-QFIPXVFZSA-N,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1,1
HILDNLJIJXAVHA-AWEZNQCLSA-N,C[C@@H](c1ccccn1)c1c(CCN(C)C)oc2ccccc12,1
PMXMIIMHBWHSKN-IBGZPJMESA-O,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,1
AYEYSXMZCARQKR-AWEZNQCLSA-N,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,1
OOSPJTCEPLZEPX-UHFFFAOYSA-N,CN(CCCC(=O)O)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
RXDWERDONCYTQT-HZPDHXFCSA-N,CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1cccc3oc(N4CCOCC4)nc13)C2,1
VGNRSBSIGNJLFZ-UHFFFAOYSA-N,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)C(C)(C)N)C3)cc1,1
AKDDQOOXABRYDQ-UHFFFAOYSA-N,O=C(Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1)C1CC1,1
FYAAXXKZZZOCHM-UHFFFAOYSA-N,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,1
GUNAZEDORZMWRN-LBPRGKRZSA-N,C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,1
YPJHELJTCJBMJE-SANMLTNESA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,1
VDXIBLBHDRKGBK-CQSZACIVSA-N,COc1ncccc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12,1
UAAYMUFGVDVSAW-GOSISDBHSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
CRMHIMZHDACTSU-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3ncccc23)c1,1
PZFVISYBXMCPDS-UHFFFAOYSA-N,CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
AQTZHUHBIRXOHR-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccc[nH]c1=O)CC2,1
GFJDLBNTAHKMMU-UHFFFAOYSA-N,Cc1cccc(NC(=N)c2ccc(-c3ccc(Cl)cc3)o2)c1,1
RQQIFDGCFKRDKP-UHFFFAOYSA-N,CN(CC1(O)CCCCC1)C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
QEIUUWQTMLQILI-JWTNVVGKSA-N,CCN1C[C@@H]2[C@H](CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)[C@@H]2C1,1
KLFVGKSTNOVPOR-CYBMUJFWSA-N,C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,1
MTXUAKHFUYWWHV-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)cc2)C1,1
UWQWKEPZJZVFAV-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccn1,1
FEYNATNTSNGKKO-SWLSCSKDSA-N,CN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,1
VRLORRTWDYVKNM-NDEPHWFRSA-N,CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)[C@H]1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1,1
RTISLUNVDWEWQD-UHFFFAOYSA-N,NC(=O)CNC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,1
SROGIGROUAOOFN-CQSZACIVSA-N,COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,1
LGRUXHHJUNHGRB-KRWDZBQOSA-N,CCN1C[C@@H](N(Cc2cc(F)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O,1
XFQZALCRWJDNNK-QGZVFWFLSA-N,Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1
IKACRWYHQXOSGM-DYESRHJHSA-N,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@H](C)CNC,1
ZNZCGEXKQOUCKF-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCc4ccccc4C3)n2)c1,1
HQUPRNPGAJKMAH-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CC(N2CCC(C(F)(F)F)CC2)C1,1
STGHZZUKURHQKO-UHFFFAOYSA-N,CC(=N)N1CCC(Oc2ccc(N(Cc3ccc4ccc(C(=N)N)cc4c3)S(C)(=O)=O)cc2)CC1,1
KXLSNWXEEUBBQQ-UHFFFAOYSA-N,CCCC1(CC)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1,1
OXKPYWCKPYZUOE-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCC(c2ccccc2O)CC1,1
PRURCEGUXKSSRQ-UHFFFAOYSA-N,O=C(NCc1c(O)cc(Cl)cc1Cl)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
BDFDDNBUMMBWBK-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(N)ccc23)c1,1
KVTPLEPXMVVCIZ-XJKSGUPXSA-N,CCN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,1
JOAYEJZDGOLEDZ-KRWDZBQOSA-N,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@H](O)C1,1
ILLXGKQRCIUUJG-UHFFFAOYSA-N,Cc1ccc(OC2CCN(CCS(=O)(=O)c3ccc(O)cc3)CC2)cc1,1
KEMKYEAYSRVURD-SFHVURJKSA-N,CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,1
ZOSQXAHBYHMVCA-MFKMUULPSA-N,Clc1ccc([C@@]23CCC[C@@H]2CNC3)cc1Cl,1
LLVZWOQXOBNOLZ-UHFFFAOYSA-N,COc1ccc2c(=O)n(C)c(CN(C)C)c(-c3ccccc3)c2c1,1
SCNLJQQVOVIBKB-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cc1cnccn1)c1ccccc1,1
ZWZGWXZGAUJLHN-UHFFFAOYSA-N,CN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,1
MLWGAEVSWJXOQJ-UHFFFAOYSA-N,O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12,1
OMBNKKNLAPQVAJ-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccccc1C1=CC2(CCNCC2)Oc2ccccc21,1
VCOUEHUEFUDZIS-PMACEKPBSA-N,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,1
XQLWNAFCTODIRK-NDEPHWFRSA-O,COc1ccc(CC[NH+](C)CCC[C@@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1
NNDBXESVYQQFSH-HNNXBMFYSA-N,CC/N=C(\c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)S[C@H]3C)ccc21,1
BOZHYJXZRTYKQA-NDEPHWFRSA-N,CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)[C@H]1CCc2cc(CN3CCN(C(N)=O)CC3)ccc2C1,1
TYQNFWIJWOXJPV-OAQYLSRUSA-N,CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)N1CCC(c2ccc(Cl)cc2)CC1,1
HZJLMGJUIYTSMU-UHFFFAOYSA-N,Cc1cc(OCCN2CCN(C)CC2)nn1-c1ccc(Cl)c(Cl)c1,1
DYLGFOYVTXJFJP-QFYGQVNBSA-O,CCCC[NH+](CCCC)C[C@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1,1
UEDWHHXUOBFTMS-UHFFFAOYSA-N,COc1ccccc1Oc1cccc(CN2CCC3(CC2)CCN(C(=O)c2cc[n+]([O-])cc2)CC3)c1,1
KJHKTHWMRKYKJE-OTBBYOMFSA-N,Cc1cccc(C)c1OCC(=O)N[C@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,1
JWGSDBMJBSBRAV-BUHFOSPRSA-N,Cc1[nH]c2ccccc2c1CC1CCCCN1Cc1ccc(/C=C/C(=O)NO)cc1,1
PXIGCJZSDMJLTL-UHFFFAOYSA-N,O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
DRCFPAGSKHGZEF-UHFFFAOYSA-N,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(OC2CCCC2)cc1,1
USSIQXCVUWKGNF-KRWDZBQOSA-N,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
ZHEWFNDKFYBUDO-SGUQQXKUSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)ccc5F)C4)C[C@@H]3C(=O)O)c2c1,1
VLPIATFUUWWMKC-SNVBAGLBSA-O,Cc1cccc(C)c1OC[C@@H](C)[NH3+],1
ZHCZMQFTDTVWLU-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1)C(F)(F)F,1
BKNLFUYWWCRDDZ-UHFFFAOYSA-N,O=C(NCCc1ccccn1)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
FTTLKCFDTGUBNS-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)cn1,1
BZDHEWHVYUHAFX-UHFFFAOYSA-N,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)CN)C3)cc1,1
AGMZWJCXRAGFQR-UHFFFAOYSA-N,c1ccc(CN2CCN(Cc3nc(-c4ccccc4)no3)CC2)cc1,1
RXQPWAXTLUQACC-AWEZNQCLSA-N,CNc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(C)ccc12,1
XUKROCVZGZNGSI-CQSZACIVSA-N,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,1
SGKCFBSHEIOVRA-XPYDGVJRSA-N,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CCO)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,1
XOSACJAQDPAKSG-UHFFFAOYSA-N,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
VSMFCZZEKTVDHM-UHFFFAOYSA-N,FC(F)(F)c1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,1
RSYSXDBUOKOFIE-UHFFFAOYSA-N,C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC2CCC2)c2ccccc12,1
DZEADOQXGYJGID-UHFFFAOYSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(C)(=O)=O)c(C)c34)ccc2[nH]1,1
NKDFBHULJVFUTN-DEOSSOPVSA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccccc3)cn1)C2,1
OXIDYTIVZKKPRS-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(C(=O)N4CCN(C)CC4)cc3)cnc2N)cn1,1
LCAYGPOPSAANGJ-UHFFFAOYSA-N,CCc1c(C(=O)NC(C)(C)c2nnnn2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,1
RZPOCZHUFDCVQZ-QGZVFWFLSA-N,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,1
USGHRRVFKSLEJT-WVBUVRCRSA-N,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,1
VGDDOIZXGFJDRC-VJTSUQJLSA-N,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)C[C@@H]1OC,1
VSLZNKFMVLGHTG-VGXUOWJOSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5)C4)C[C@@H]3C(=O)O)c2c1,1
XIQVNETUBQGFHX-JOCHJYFZSA-O,CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,1
NTAOBVMXNYILGC-UHFFFAOYSA-N,CN(Cc1nc2ccccc2c(=O)[nH]1)Cc1nc(-c2ccccc2)no1,1
PQAOSMFYTVFYMA-UHFFFAOYSA-N,c1ccc(CN2CCN(Cc3nnc(-c4ccccc4)o3)CC2)cc1,1
OSLCXRHTDASFII-WUKNDPDISA-N,O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1)NO,1
HVWFFJFLJLATFZ-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)[C@H]3CC[C@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
KLZHZXNGDKJDJB-AWEZNQCLSA-N,O=C(O[C@@H]1COc2nc([N+](=O)[O-])cn2C1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1,0
ZROUTFNRVAQKHJ-UHFFFAOYSA-N,CC(C)(NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1CO)c1noc(C(F)(F)F)n1,0
JWUZWZAUNFHKOF-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccc3)c2Cl)c1,1
QIZBBXZGNNKGNT-UHFFFAOYSA-N,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)C(C)(C)N)C3(C)C)cc1,0
CNFVTGOGEPWRJO-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)o2)c1,0
NDSSZZIINCIIEA-UHFFFAOYSA-N,Cc1ccnc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)c1,0
ARQPPPCSTGSCQR-UHFFFAOYSA-N,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,0
ZXZKBUDCPJISJW-UHFFFAOYSA-N,Cn1ccnc1C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0
BKTAXDHHVZLQOP-UHFFFAOYSA-N,COCC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0
BZKHTWAGPLWPPO-LJAQVGFWSA-N,O=C(O)c1ccc(Sc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cn2)cc1,0
FMGHAHWYQIMECX-KDVJIWFNSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5F)C4)C[C@@H]3C(=O)O)c2c1,0
FURLYCMNDIFIIK-UHFFFAOYSA-N,CC(C)(C)C1(C)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1,0
ZWLGQCPYBKFAIX-UHFFFAOYSA-N,Cc1nccn1CC(NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,0
PFTYUXPUTSSSAS-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1ccnc1)c1ccccc1,0
VMMGFPNGNCDEDD-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cncn1)c1ccccc1,0
ZOHCTKDFWBPLPP-UHFFFAOYSA-N,C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCOCC2)c2ccccc12,0
UKQKNLSWCMOIOV-HXUWFJFHSA-N,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C(=O)NC(C)C)nc2C)CC1,0
AIJTTZAVMXIJGM-SNVBAGLBSA-N,Cc1c(F)c(N2CCN[C@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
JEEQEUWCFNPVRU-LJQANCHMSA-N,COCCONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,0
VCKUSRYTPJJLNI-AWEZNQCLSA-N,COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,0
WVMWTHYWUBAMRF-OAQYLSRUSA-N,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N(Cc2ccsc2)C(=O)NCc2ccc(C(=O)O)cc2)CC1,0
VAPBXZGMTDKOBE-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cc(O)ccc32)cc1,0
CVIUPBMOHBPBGP-UHFFFAOYSA-N,COc1ccc2c(=O)n(CCO)c(C#N)c(-c3cccc(F)c3)c2c1,0
LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,0
QRKGBMWHGWWMNU-UHFFFAOYSA-N,CC(C)(C(=O)O)c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,0
JXPULDIATMTIIN-UHFFFAOYSA-N,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,0
LEBVLXFERQHONN-MRXNPFEDSA-N,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,0
WCTZPQWLFWZYJE-UHFFFAOYSA-N,OC(c1ccc(F)cc1)c1ccc(F)cc1,0
ANDWOIMHOOWCLK-VOMCLLRMSA-N,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](C#N)CC1,0
WDNSSDFBUPTPTP-UHFFFAOYSA-N,CC1CCC(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)CC1,0
QXAHOCVRJICIGL-UHFFFAOYSA-N,O=C(O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,0
XUBOMFCQGDBHNK-JTQLQIEISA-N,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0
WEXRUCMBJFQVBZ-SSDOTTSWSA-N,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,0
CIJTVUQEURKBDL-DTRRXCIFSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(NC)C2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
XTOMFSYHZUMKTG-UHFFFAOYSA-N,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,0
YTYATOMQOOFRNA-UHFFFAOYSA-N,CCCCCCCN(CC)CCCCc1ccc([N+](=O)[O-])cc1,1
KCVDLYFIRMHDBH-UHFFFAOYSA-N,Fc1ccc(N(CCNCCCc2ccccc2)c2ccc(F)cc2)cc1,1
FVIRTVGXWNRAMY-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccc(Cl)cc1)CC2,1
QOYHHIBFXOOADH-UHFFFAOYSA-O,O=C1NCN(c2ccccc2)C12CC[NH+](CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1
FEBOTPHFXYHVPL-UHFFFAOYSA-O,O=C(CCC[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1
NAUWTFJOPJWYOT-UHFFFAOYSA-P,Fc1ccc(C(OCC[NH+]2CC[NH+](CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1
UDRWVFGKMDCPTL-UHFFFAOYSA-N,Fc1ccc(-n2cc(C3CCN(CCN4CCNC4=S)CC3)c3ccccc32)cc1,1
CSMSBZWRUZAKQB-UHFFFAOYSA-N,O=C(c1ccc(Cl)cc1)N1CCC2(CCN(Cc3ccccc3Oc3ccccc3)CC2)CC1,1
QPOLRENOYJQNEP-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccccc23)CC1,1
SPLFGEFBTYQRPO-UHFFFAOYSA-N,CN(C)Cc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
HYMKTJILLZRYQV-UHFFFAOYSA-N,CN(C)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
AOIKKLIBKSSHQP-UHFFFAOYSA-N,O=C1NC(=O)C(c2nn(CCCN3CCCC3)c3ccccc23)=C1c1cn(-c2ccc3ccccc3c2)c2ccccc12,1
URZOIXVPUIVTPT-UHFFFAOYSA-N,c1ccc(CCCNCCC(c2ccccc2)c2ccccc2)cc1,1
RCPPIXKCGKNPKY-UHFFFAOYSA-N,CCOC(=O)C1CCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,1
DCSUBABJRXZOMT-IRLDBZIGSA-O,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CC[NH+](CCCOc2ccc(F)cc2)C[C@@H]1OC,1
GGUSQTSTQSHJAH-FQEVSTJZSA-O,O[C@@H](C[NH+]1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,1
ALOBUEHUHMBRLE-HXUWFJFHSA-N,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,1
XYUYSDBKGVJSKN-UHFFFAOYSA-N,CN(C)CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
CVUXESFCUHCXHB-UHFFFAOYSA-N,CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1
WWTXVMIWFBVHQA-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1
DDNCQMVWWZOMLN-IRLDBZIGSA-O,CCOC(=O)C1=C[C@]2(CC)CCC[NH+]3CCc4c(n1c1ccccc41)[C@@H]32,1
MVMGNWUSDKNEKN-UHFFFAOYSA-N,CN(C)CCCn1nc(C2=C(c3cn(-c4cnc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
WQAXQECJUSMGPP-UHFFFAOYSA-N,COC(=O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,1
YHGLBPUDIFJMHI-UHFFFAOYSA-N,COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,1
QRLQBEGHUYUGEC-UHFFFAOYSA-N,c1ccc(CCNCCN(c2ccccc2)c2ccccc2)cc1,1
